UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
BMW SOS Button Operator,@6ixCommas,2022-04-08T21:32:09.000Z,"BMW SOS Button Operator
@6ixCommas
·
2022年4月9日","I know the process is so much stress, but it’s the progress that feels the best.",,,1,,[],https://twitter.com/6ixCommas/status/1512543845657223168
Darnell Wiggins,@TheDon2108,2022-04-13T13:46:18.000Z,"Darnell Wiggins
@TheDon2108
·
2022年4月13日","10 days of fasting completed, Alhumdullilah. Working the 11 day now. I feel lighter, clear mind, no stress, and blessed",,,,,[],https://twitter.com/TheDon2108/status/1514238549398327303
Ami Clarke,@AmiElzbth,2022-04-15T20:01:31.000Z,"Ami Clarke
@AmiElzbth
·
2022年4月16日","I didn't expect it to feel so good to get back into walking my stress off. My back is killing me right now because I'm out of shape, but it feels good to walk my stress off with music in my ears.",,,,,[],https://twitter.com/AmiElzbth/status/1515057755089883139
Jacstraw/CT/NY/NJ/,@Hwysixty1,2022-04-16T13:44:49.000Z,"Jacstraw/CT/NY/NJ/
@Hwysixty1
·
2022年4月16日","So ,im constantly tired. Need cataract surgery,for eye infections. Feeling
Bloated ,slow & stressed
Take depression & anxiety meds. Im 66, my pic looks 56,internally i feel 76. 
Ageing is a physical & emotional process. 
A Mind & body challenge my Boomer friends. 
Stay healthy",☮ ✌,1,,2,[],https://twitter.com/Hwysixty1/status/1515325342092779525
Zaheer (adjunct era),@c0usc0ush8r,2022-05-04T19:59:07.000Z,"Zaheer (adjunct era)
@c0usc0ush8r
·
2022年5月5日","finished my last undergrad class (spanish) and im still stressed.
feels weird tho.
i mean there’s still finals and stuff but…",😶,,,8,[],https://twitter.com/c0usc0ush8r/status/1521942520007114755
Rich $teve,@RichSteve,2022-05-04T18:30:57.000Z,"Rich $teve
@RichSteve
·
2022年5月5日",I can feel the stress leaving my body as I finish each final and paper. My god this was a long semester ,🧡 🔥 😩,,,5,[],https://twitter.com/RichSteve/status/1521920331732201477
The G-Listed,@theglisted,2022-05-06T01:49:53.000Z,"The G-Listed
@theglisted
·
2022年5月6日",I feel fortunate to have really cool people in my life to spend time with throughout the few moments of stress in my life. It isn’t healthy to keep the stress bottled up to oneself at all.,,,,3,[],https://twitter.com/theglisted/status/1522393178141335553
cMax,@maxwellsmaart,2022-05-15T22:54:49.000Z,"cMax
@maxwellsmaart
·
2022年5月16日",I’m slowly healing from financial and emotional trauma. It’s feels weird having gathered my shit. I’m finally not stressed about money for the first time in YEARS and THAT makes me nicer at work. I forget how pleasant I am to be around when I’m not annoyed at things. #chrislife,,,,1,[],https://twitter.com/maxwellsmaart/status/1525973000985747461
Linda Bonnar,@LBLifecoach,2022-05-21T12:41:21.000Z,"Linda Bonnar
@LBLifecoach
·
2022年5月21日","With all the ""technology stress"" yesterday, I didn't even post my #Feelgoodfridayboard! Yikes! Behind all the #stress is always say more support and that's a bloody great feeling! 
What's making your own Feel Good Friday list right now?

#feelgood #practicegratitude #gratitude",,,,1,[],https://twitter.com/LBLifecoach/status/1527992943277133825
Melissa Milarsky,@MelissaCaren3,2022-05-31T02:37:09.000Z,"Melissa Milarsky
@MelissaCaren3
·
2022年5月31日","I feel totally insane lately!
I am watching everything and everyone around me go just nuts!
I sadly was so stressed I actually said..
“I need a drink!”
Thank I said “did you just hear yourself?”  
I can never become to comfortable.
#recoveryposse",🌹,11,1,41,[],https://twitter.com/MelissaCaren3/status/1531464772474085378
MariposaNegra,@nevahizjumpoff,2022-06-01T11:37:17.000Z,"MariposaNegra
@nevahizjumpoff
·
2022年6月1日",I'm such a genuine person and I feel like the universe brings straight stress to my life...,💙 🦋 💙,,,,[],https://twitter.com/nevahizjumpoff/status/1531963087091290116
Framerella Maeve Happylife,@HeatherHappyli1,2022-06-01T18:21:32.000Z,"Framerella Maeve Happylife
@HeatherHappyli1
·
2022年6月2日","Odd moment... stressed AF, but strangely letting go and actually feel happy?? I'll take it!!!!!! ",💖 🌻 🌻 💖 😎 🍍 🦩 😎 🍍 🌻 🍸 💖 🦩 😽 💙,,,1,[],https://twitter.com/HeatherHappyli1/status/1532064823202430976
Nate,@Auth_Gen_Person,2022-06-09T22:38:53.000Z,"Nate
@Auth_Gen_Person
·
2022年6月10日","If more people understood what it was like being a boyfriend, and how much stress goes into it, the better off I would feel honestly.",🗣 🗣 🗣,,,,[],https://twitter.com/Auth_Gen_Person/status/1535028686893862920
Nicole Valdez,@RoxieReads,2022-06-12T19:59:31.000Z,"Nicole Valdez
@RoxieReads
·
2022年6月13日","I am a stress shopper— I like to buy things to feel better (but often suffer buyers remorse). 

problem is my stress right now is that I keep buying so many books and am not reading as much as I use to—My brain has just had a harder time concentrating. 

I’m trapped in a cycle",☕ 🍂 📖,,,3,[],https://twitter.com/RoxieReads/status/1536075747336536065
Dee,@deeminaj_,2022-06-12T22:19:25.000Z,"Dee
@deeminaj_
·
2022年6月13日","2 niggas stressed me out and hurt me so bad that i am traumatized lol I’m scared to date and if i do date i don’t wanna have trust issues  it’s so hard tho  because men don’t make you feel secure , no reassurance or nothing ",🖤 🥴 😩 😒,,1,1,[],https://twitter.com/deeminaj_/status/1536110951874940935
Nikolai Yakovenko,@ivan_bezdomny,2022-06-19T23:38:09.000Z,"Nikolai Yakovenko
@ivan_bezdomny
·
2022年6月20日",I’ve lived in New York City more than half my life. Forgot how stressed and lowkey angry everyone is. Didn’t think I’d feel this happy to have left ,,2,,17,[],https://twitter.com/ivan_bezdomny/status/1538667480469897217
caleb,@Benjjixxs_,2022-06-29T03:09:44.000Z,"caleb
@Benjjixxs_
·
2022年6月29日","I feel like Starbucks is such a hard place to work at , my mind possibly couldn’t handle all that stress",🪐 😦,,,1,[],https://twitter.com/Benjjixxs_/status/1541982219413110785
A geminis sister,@MrsSlimeyouout,2022-07-07T20:19:17.000Z,"A geminis sister
@MrsSlimeyouout
·
2022年7月8日",I’ve had a headache the past two days I feel so drained like something is weighing me down I am beyond stressed out but not for long ,♐ 🖤 🙂 🙂 🙃,,,,[],https://twitter.com/MrsSlimeyouout/status/1545140416546328577
Joe Natoli,@joenatoli,2022-07-20T01:56:09.000Z,"Joe Natoli
@joenatoli
·
2022年7月20日","I have truly reached my limit with self-righteous people who feel it’s their job to tell everyone else how they should live their lives.

Fuck —

and I cannot stress this part nearly enough —

OFF.",,4,5,53,[],https://twitter.com/joenatoli/status/1549573849024438273
Dr. Ashley Elliott,@DoctorVivid,2022-07-21T18:59:47.000Z,"Dr. Ashley Elliott
@DoctorVivid
·
2022年7月22日","I love talking to my clients about self-pleasure in order to: decrease bodily tension, reduce stress, learn more about their bodily responses & what feels good to them not just for a partner https://twitter.com/ShannonSevigny/status/1549923114754183168…",,1,,2,[],https://twitter.com/DoctorVivid/status/1550193841667457024
2.0,@2PointNO,2022-07-24T05:59:54.000Z,"2.0
@2PointNO
·
2022年7月24日",I hate being so stressed that I don’t even feel like rolling up..,✨,,,,[],https://twitter.com/2PointNO/status/1551084738659614727
Diatonic Dissonance,@urbangaygriot,2022-07-26T12:23:45.000Z,"Diatonic Dissonance
@urbangaygriot
·
2022年7月26日","All my vocalists are catching COVID, I’m starting to stress out about our final performances 

Last year we didn’t have so many infections. I feel another mask mandate coming",,2,1,5,[],https://twitter.com/urbangaygriot/status/1551906114152923137
Rose,@RoseeMARRYme,2022-07-28T19:09:16.000Z,"Rose
@RoseeMARRYme
·
2022年7月29日",Stressed then I look down at my belly & I feel a little flutter  Baby Boy or Girl I feel you in there love you ,❤ 🥰 💕,,,2,[],https://twitter.com/RoseeMARRYme/status/1552732943696764929
"Eating, Drinking, and Working Too Much!",@PhillyGrub,2022-07-29T13:35:06.000Z,"Eating, Drinking, and Working Too Much!
@PhillyGrub
·
2022年7月29日","Funny how I publish a story about something benefitting the mental health of culinary professionals, and I have my own mental health issues. Too much stress/anxiety. Why does it still feel so shameful to talk about?",,4,,13,[],https://twitter.com/PhillyGrub/status/1553011236492742657
Diatonic Dissonance,@urbangaygriot,2022-07-31T18:28:01.000Z,"Diatonic Dissonance
@urbangaygriot
·
2022年8月1日",I have a lot of work to do today and tomorrow. Rehearsals and charts to finish. I feel confident I’ll get everything done just a little stressed. Highlight of my day was sending out set lists and lighting cues while Beyoncé blessed my soul,,,,3,[],https://twitter.com/urbangaygriot/status/1553809726059827200
Alissa Ellen ☻,@lovealissaellen,2022-08-08T19:08:12.000Z,"Alissa Ellen ☻
@lovealissaellen
·
2022年8月9日",God I am so fucking tired of being stressed out. My brain physically hurts from the stress I feel at all times.,,,,1,[],https://twitter.com/lovealissaellen/status/1556718939392118784
KuttThroat Barbie,@MotivationalFay,2022-08-09T17:48:31.000Z,"KuttThroat Barbie
@MotivationalFay
·
2022年8月10日",Everyone keeps saying don’t feel stress and relax but bruh. Howwwwww. And eveeytime I try it’s something. Or I just understand abs get aggravated af. Ugh.,✨ ✨,,,,[],https://twitter.com/MotivationalFay/status/1557061275137572866
Nom,@Nbangaa_,2022-08-16T12:48:48.000Z,"Nom
@Nbangaa_
·
2022年8月16日",Urgh do i want a baby shower i don’t feel like going through that stress again and I’m definitely not paying for it ,💫 😂,1,,,[],https://twitter.com/Nbangaa_/status/1559522564459958273
MRS. worldwide,@prncessangelbby,2022-08-16T13:29:18.000Z,"MRS. worldwide
@prncessangelbby
·
2022年8月16日",I gotta keep reminding myself that this engagement party isn’t the wedding reception and the stress I’m feeling for THIS event is only a fraction of the stress I’m gonna feel while planning a wedding in AFRICA,,,,,[],https://twitter.com/prncessangelbby/status/1559532756102746115
Kyra Knox,@KyraKnox_,2022-08-17T15:37:25.000Z,"Kyra Knox
@KyraKnox_
·
2022年8月17日","I got stressed out during a post-production meeting today for my film so I purchased two pairs of Dunk Lows to make myself feel better 
@_Sammislice
 HELP!!! ",🫠 😩 😂 🙃,3,,11,[],https://twitter.com/KyraKnox_/status/1559927387219001347
NS,@neeeshbeeesh,2022-08-24T19:52:17.000Z,"NS
@neeeshbeeesh
·
2022年8月25日",I feel so bad for everyone that just paid off their loans. Don’t discount the amount of work you put in or stress you took on.,,1,,5,[],https://twitter.com/neeeshbeeesh/status/1562528238576242695
"sorry I'm late, I didn't want to be here",@oktakemypic,2022-08-26T17:32:36.000Z,"sorry I'm late, I didn't want to be here
@oktakemypic
·
2022年8月27日","I feel happier that they can be happy. I don't like seeing my mom stressed out. If your partner is providing you with joy, leave. It's more painful seeing my mother unhappy.",,,,,[],https://twitter.com/oktakemypic/status/1563217864970346496
Miguel E. Andrade,@MiguelEsAndrade,2022-08-26T16:36:16.000Z,"Miguel E. Andrade
@MiguelEsAndrade
·
2022年8月27日","This mix of impostor syndrome, body image stress and anxiety of being at a crowded pubic event is kicking my ass today.

I feel sick",,,,,[],https://twitter.com/MiguelEsAndrade/status/1563203686129893376
Fred Fletcher,@ChiefFletcher,2022-08-29T01:54:44.000Z,"Fred Fletcher
@ChiefFletcher
·
2022年8月29日",I can still FEEL feel the stress and anxiety of buying a homecoming mum even 40 years later.  Sure glad my homecoming date has stuck with me all these decades. https://twitter.com/emayfarris/status/1564002692766253057…,,1,,8,[],https://twitter.com/ChiefFletcher/status/1564069006205657090
izykorazon,@izykorazon,2022-08-31T00:13:34.000Z,"izykorazon
@izykorazon
·
2022年8月31日","Not gon lie, I’m stressed and feel hella vulnerable. Lol",,,,,[],https://twitter.com/izykorazon/status/1564768322922635264
David.,@dav1dthomas,2022-09-03T02:16:37.000Z,"David.
@dav1dthomas
·
2022年9月3日",I feel like I’m on the internet too much but like some people really have 27 hours on screen time because how are you under every single tweet? And it’s not your job? I’m stressed,,1,,5,[],https://twitter.com/dav1dthomas/status/1565886450813599749
Gareth Roberts,@garicgymro,2022-09-05T18:10:33.000Z,"Gareth Roberts
@garicgymro
·
2022年9月6日","How do we feel about the pronunciation guide here? Why not [tzoog-tzwang]? Is it a typo? Intended to indicate schwa? But, if the latter, do people actually tend to have a reduced vowel here? I feel like zugzwang usually has the stress pattern of ""book ban"".",,5,1,10,['https://pbs.twimg.com/profile_images/1312728780075601921/7C5kfote_normal.jpg'],https://twitter.com/garicgymro/status/1566851290998755331
Talalima Mobley.,@talamobley,2022-09-05T20:11:45.000Z,"Talalima Mobley.
@talamobley
·
2022年9月6日","Today feels like I need 5 comfort cookies to get through it, not stressed but tired.",,,,1,[],https://twitter.com/talamobley/status/1566881792182960129
FreeTheTitles,@TheOnlyTayRoc,2022-09-05T22:37:54.000Z,"FreeTheTitles
@TheOnlyTayRoc
·
2022年9月6日","I don’t think I even smoke to relive stress anymore , I jus smoke because I feel bored if I’m not smoking ",😂 🏆,1,4,47,['https://pbs.twimg.com/profile_images/1635640759838703616/xLDsuTfU_normal.jpg'],https://twitter.com/TheOnlyTayRoc/status/1566918574182105089
Emmagination94 (Emma),@Emmagination94,2022-09-05T13:36:00.000Z,"Emmagination94 (Emma)
@Emmagination94
·
2022年9月5日",I’m closing out my summer fun! Last day before i really have to get back to the grind. I try so hard after vacations not to feel so anxious about work coming up .. but i find myself circling back to anxiety and stress every time  something i am still working on ,🌻 🙃 ❤,,,3,[],https://twitter.com/Emmagination94/status/1566782198442823689
BIG GUCCI,@_____biggucci,2022-09-12T07:19:32.000Z,"BIG GUCCI
@_____biggucci
·
2022年9月12日",I will never know what being well rested and stress free feels like,,,,1,[],https://twitter.com/_____biggucci/status/1569224174744530945
Pяιи¢єѕѕ ♡,@Maribelcasas21,2022-09-19T07:08:30.000Z,"Pяιи¢єѕѕ ♡
@Maribelcasas21
·
2022年9月19日",My problem is I feel like I be waking up stressed ,🥴 💳,,1,,['https://pbs.twimg.com/profile_images/1625325010087731200/hxKeEPRm_normal.jpg'],https://twitter.com/Maribelcasas21/status/1571758112650022912
𓆩♡𓆪,@majorpsyche,2022-09-20T12:47:07.000Z,"𓆩♡𓆪
@majorpsyche
·
2022年9月20日",Whenever I feel stressed or angry I chew on this paper of bladee,,6,15,122,['https://pbs.twimg.com/media/FdGYxD7WAAMkM65?format=jpg&name=small'],https://twitter.com/majorpsyche/status/1572205717163233281
gwendolyn ( she \ her ),@gwendolynheiler,2022-09-20T11:11:08.000Z,"gwendolyn ( she \ her )
@gwendolynheiler
·
2022年9月20日",the stress I feel about 5 minutes into my morning walk every day when I think I’m wearing underwear and not a bathing suit,,,,1,[],https://twitter.com/gwendolynheiler/status/1572181559054110723
"Alba Azola, MD",@AzolaAlba,2022-09-27T10:20:28.000Z,"Alba Azola, MD
@AzolaAlba
·
2022年9月27日","I feel seen by the WHO, thanks for adding this but to the guidelines…“Health workers are at risk of work-related stress and burnout given the uncertainty experienced around treating a novel condition, and an absence of guidelines or care pathways”",🥺 🆕,,,2,"['https://pbs.twimg.com/profile_images/1595987728919072769/l9l-MdqD_normal.jpg', 'https://pbs.twimg.com/media/FdONcEXaAAASFff?format=jpg&name=small']",https://twitter.com/AzolaAlba/status/1574705523773022215
Zim,@kleekie,2022-09-28T11:35:01.000Z,"Zim
@kleekie
·
2022年9月28日",On the cross Bronx expressway and my Uber driver looks so stressed I feel so bad lmao,,,,1,[],https://twitter.com/kleekie/status/1575086674387750914
🄰🄸🄼🄴🄴 #3,@aimzers84,2022-09-28T01:24:39.000Z,"🄰🄸🄼🄴🄴 #3
@aimzers84
·
2022年9月28日",I am so excited for this season. I feel like I can enjoy the team this year with no stress or distractions. Just wanna see some good hockey and some forward progression. Not asking for much. So chill about it ,❤ 🦬 💙 ⚔ 💛 😎,2,,10,"['https://pbs.twimg.com/profile_images/1595780636761014274/-yJyc_G__normal.jpg', 'https://pbs.twimg.com/ext_tw_video_thumb/1574897593221619713/pu/img/4ROKbPjRF17YBXT1.jpg']",https://twitter.com/aimzers84/status/1574933071622971392
,@picassoshi,2022-10-04T04:32:54.000Z,"@picassoshi
·
2022年10月4日",i hate going home sometimes but i also hate being stressed out cause i already know how ima feel,⚡ ⚓,,,1,['https://pbs.twimg.com/profile_images/1630655157385003008/dbN8Qeyx_normal.jpg'],https://twitter.com/picassoshi/status/1577154770737205249
Ti,@msfinly,2022-10-06T21:53:52.000Z,"Ti
@msfinly
·
2022年10月7日","Just got a trim, that shìt stress me every single time  i really feel how i#my clients feel ",😩 🤣 🤣 🤣,,,1,[],https://twitter.com/msfinly/status/1578141517503680512
the pleather principle,@dvshrrr,2022-10-06T19:48:52.000Z,"the pleather principle
@dvshrrr
·
2022年10月7日",after the last 72 hrs feels like the first day of summer where i stress about what fit from asos i’m gonna haphazardly purchase for the season ,🌞,1,,2,[],https://twitter.com/dvshrrr/status/1578110059451944960
AquaKyss,@vonnie_x3,2022-10-06T12:30:58.000Z,"AquaKyss
@vonnie_x3
·
2022年10月6日",Some days I just really feel beyond stressed ..,🦋,,,1,[],https://twitter.com/vonnie_x3/status/1577999858396532738
"Miranda Yaver, PhD",@mirandayaver,2022-10-12T01:32:41.000Z,"Miranda Yaver, PhD
@mirandayaver
·
2022年10月12日","After a rough several weeks (and as I try not to think about this Friday’s surgical procedure), it feels good to be able to just stress over postseason baseball tonight.",,1,,21,[],https://twitter.com/mirandayaver/status/1580008523257479169
andrew in drag,@voellig,2022-10-12T20:50:49.000Z,"andrew in drag
@voellig
·
2022年10月13日",My nephew isn’t feeling well and my brother and sister-in-law are stressed about it and I feel very helpless,,,,1,[],https://twitter.com/voellig/status/1580299976759918592
MAJOR Ki ™,@FashionJunkee_,2022-10-14T13:09:47.000Z,"MAJOR Ki ™
@FashionJunkee_
·
2022年10月14日",I just realized Stressed spelled backwards is desserts .. I feel like that’s a set up lol,,,1,3,[],https://twitter.com/FashionJunkee_/status/1580908729276329984
Steven Y.H. Chen,@energyfish320,2022-10-14T01:37:11.000Z,"Steven Y.H. Chen
@energyfish320
·
2022年10月14日","A month left for 
@ASCRM41
 conference! I feel really excited but also stressed. Yes, it gotta be my first ASC!",,1,,17,[],https://twitter.com/energyfish320/status/1580734430377021440
lil vegan cheeze ◡̈,@thinds42,2022-10-14T15:05:32.000Z,"lil vegan cheeze ◡̈
@thinds42
·
2022年10月14日",I’m taking my first exam in like 2 1/2 years in one week and ya girl is STRESSED. Can you forget how to take a test? Bc I feel like that’s going to happen I am stressing so bad,,1,,2,[],https://twitter.com/thinds42/status/1580937859241897984
"Jennifer Robinson, MPH (she/her)",@jrobin525,2022-10-15T18:32:09.000Z,"Jennifer Robinson, MPH (she/her)
@jrobin525
·
2022年10月16日","Maybe this is a hot take, but I feel like all conferences should adopt the virtual poster format like 
@SSWRorg
 has it… I definitely don’t need the added stress of figuring out printing costs and hauling a poster board around ",😅,,,1,[],https://twitter.com/jrobin525/status/1581352241537363969
Oscar,@oscardaone,2022-10-16T16:58:06.000Z,"Oscar
@oscardaone
·
2022年10月17日","It took only five or so years to feel the full effect of stress levels at maximum and burnout. Even if I stop, I don’t think I’ll recover from this. ",😞,,,,[],https://twitter.com/oscardaone/status/1581690962853535745
"Daniel Trubman, MPP",@dmtrubman,2022-10-16T20:03:26.000Z,"Daniel Trubman, MPP
@dmtrubman
·
2022年10月17日","I love the John Heinz National Wildlife Refuge, but it's really too bad one of the most transit accessible parks in the Philadelphia region is right next to a highway.

I could literally feel myself getting stressed out by all the noise. It's so hard to escape dealing with cars!",,,3,7,"['https://pbs.twimg.com/media/FfN18v0WAAIWAB9?format=jpg&name=small', 'https://pbs.twimg.com/media/FfN19VwXkAA18cn?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FfN19q9XoA4nlvy?format=jpg&name=360x360']",https://twitter.com/dmtrubman/status/1581737603715375106
P,@lavidadepao,2022-10-18T17:54:46.000Z,"P
@lavidadepao
·
2022年10月19日",Why is choosing a dresser stressing me out!? Like I literally feel stressed,,,,1,[],https://twitter.com/lavidadepao/status/1582429997855567872
Sean Donnelly,@_SeanDonnelly,2022-10-22T02:22:10.000Z,"Sean Donnelly
@_SeanDonnelly
·
2022年10月22日","I completely forgot about how bad it feels to watch playoff baseball. You’re stressed most of the time, expecting your team to blow it the entire time, 3 hours go by and then it ends.",,2,1,19,[],https://twitter.com/_SeanDonnelly/status/1583644853988388864
Laura Carione,@lauracarione,2022-10-22T02:29:54.000Z,"Laura Carione
@lauracarione
·
2022年10月22日","unpopular opinion: I hate food. I hate how it makes me feel after I eat it, I hate how stressed out it makes me, I hate it",,,,1,[],https://twitter.com/lauracarione/status/1583646800350941184
Eric Gilde,@EricGilde,2022-10-29T04:42:50.000Z,"Eric Gilde
@EricGilde
·
2022年10月29日","What a game, holy moly. I stress ate 3/4 of a crappy pizza during the tenth and I feel amazing and absolutely horrible at the same time. BASEBALL!!!",,4,,18,[],https://twitter.com/EricGilde/status/1586216970579742720
τετέλεσται,@joshuahsoup,2022-10-31T19:59:14.000Z,"τετέλεσται
@joshuahsoup
·
2022年11月1日",I feel so ugly when im stressed out. Why?,,1,,,[],https://twitter.com/joshuahsoup/status/1587172362683928578
Nic.,@rosesintheraiin,2022-11-07T19:49:48.000Z,"Nic.
@rosesintheraiin
·
2022年11月8日",My mom told me if I feel stressed to think of my grandmother (today is the anniversary of her death) because she's always watching and boy do I feel like crying right now,,,,,[],https://twitter.com/rosesintheraiin/status/1589706705063251969
Wilsson Schmilsson (parody),@WpSchlitz,2022-11-09T03:10:16.000Z,"Wilsson Schmilsson (parody)
@WpSchlitz
·
2022年11月9日","I’m uncertain how I feel about voting in New Jersey. Like, on one hand we’re pretty solidly blue. So it’s relatively stress free here… but… all these elections in other states are scary and nothing we do here can fix that.",,1,,1,[],https://twitter.com/WpSchlitz/status/1590179941785534465
MPJ,@Keebuck1,2022-11-11T23:52:13.000Z,"MPJ
@Keebuck1
·
2022年11月12日","I love the space I’m in right now! I feel free. Stress free, drama free.. just free. This is the best I’ve felt in a very long time.",,,1,2,[],https://twitter.com/Keebuck1/status/1591217260861218816
Lila Bromberg,@lilabbromberg,2022-11-14T01:10:03.000Z,"Lila Bromberg
@lilabbromberg
·
2022年11月14日","No. 6 UConn women face first major test vs No. 3 Texas: Preview, How to watch, injury report

Geno: “I feel good about where we are as a group & where we are individually, but I haven’t seen us under stress yet … tomorrow will be a huge stress test”",,,6,36,[],https://twitter.com/lilabbromberg/status/1591961627011825665
Kim,@raconteursaurus,2022-11-15T16:38:30.000Z,"Kim
@raconteursaurus
·
2022年11月16日","Please star this day because I have wrapped all the Christmas presents that have been delivered and it’s *November* and I actually didn’t feel stressed and slightly grumpy about it. 

There may be something to this having your holiday shit together after all.",,,,9,[],https://twitter.com/raconteursaurus/status/1592557664243884032
ManicPixieNightmare,@KimmayJ,2022-11-17T12:08:17.000Z,"ManicPixieNightmare
@KimmayJ
·
2022年11月17日","Had crappy dreams because my stress levels are at 10000 and I feel the depression setting in, and my nightmare encapsulated all of them so realistically, that I purposefully woke up at 6:30 though I have nowhere to be until 2 pm ",💋 👀,,,,[],https://twitter.com/KimmayJ/status/1593214441461809152
Brittany♚,@britshaniece,2022-11-22T15:55:25.000Z,"Brittany♚
@britshaniece
·
2022年11月22日",And I feel for Erica because she looks drained. That man has stressed her completely out. She looks like she’s been through it. She’s so skinny and just doesn’t look like herself. Bad relationships do that to you though.,,3,10,10,[],https://twitter.com/britshaniece/status/1595083536800927748
Tasha,@DreadsAndAries,2022-12-10T21:47:23.000Z,"Tasha
@DreadsAndAries
·
2022年12月11日",Right because i already lowkey knew that those nurses at BMC be stressed the fuck out and this is exactly how they feel!   https://twitter.com/NWTSNaomi/status/1601590295153766405…,💕 ♈ 💕 😂 😂,1,,,[],https://twitter.com/DreadsAndAries/status/1601695094788087808
Alliepup,@Alliepupstreams,2022-12-16T00:47:06.000Z,"Alliepup
@Alliepupstreams
·
2022年12月16日",I’m a sick pup. I spent most of the day in bed/resting. I went to a happy hour on Monday and I’m guessing I got something there. Hoping to feel up to do part 2 of my #fortnite #sponsored stress tomorrow or Saturday.,,2,,8,[],https://twitter.com/Alliepupstreams/status/1603552263624163328
LeAnn,@LeAnn32767179,2022-12-17T01:26:38.000Z,"LeAnn
@LeAnn32767179
·
2022年12月17日","Hey its great, NO STRESS,and I LOVE my blessings.  I feel more greatful. I haven't felt like this   in a long while. ",😕 🤗,,,,[],https://twitter.com/LeAnn32767179/status/1603924598516506626
