UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Alliance for PTSD Recovery,@4PTSDRecovery,2022-01-05T18:00:38.000Z,"Alliance for PTSD Recovery
@4PTSDRecovery
·
2022年1月6日","""I was  getting very #angry when I lived with another person. With Transcendental Meditation, our relationship has become more #loving and understanding."" #abuse #victim diagnosed with #PTSD

#stress #trauma #psychology #anger #peace #happiness",,,,1,['https://pbs.twimg.com/media/FIW2WHlWYAAASYy?format=jpg&name=900x900'],https://twitter.com/4PTSDRecovery/status/1478788545187885057
Sly Fawkes Avo-Dino Bot,@therealcie,2022-01-05T05:41:42.000Z,"Sly Fawkes Avo-Dino Bot
@therealcie
·
2022年1月5日","I was diagnosed with borderline personality disorder, a diagnosis overwhelmingly applied to women and girls. I say that there is no such thing as borderline personality disorder. It is improperly treated PTSD. Most if not all patients given this diagnosis have a history of abuse.",🦕 🦖,1,,,['https://pbs.twimg.com/profile_images/1625939435522035717/gs-pVsIQ_normal.jpg'],https://twitter.com/therealcie/status/1478602587192676353
Countess of the Cotswolds,@atraumatisedMum,2022-01-05T04:28:44.000Z,"Countess of the Cotswolds
@atraumatisedMum
·
2022年1月5日","False Allegations, Domestic Violence 

Such sickening behaviour

He claimed I was 'mentally ill'  I am diagnosed with PTSD because of his abuse,  his Narcissistic Personality Disorder is not diagnosed. 

Sick and dangerous.",,1,2,6,"['https://pbs.twimg.com/profile_images/1302917092048592899/Y6909J4s_normal.jpg', 'https://pbs.twimg.com/media/FIS8SvmWUAAQjmX?format=jpg&name=900x900']",https://twitter.com/atraumatisedMum/status/1478584224529661952
⃤Coach| Consultant|Graphics Design|Creator|,@IKnowSheTwitent,2022-01-09T01:00:29.000Z,"⃤Coach| Consultant|Graphics Design|Creator|
@IKnowSheTwitent
·
2022年1月9日","I was diagnosed with CPTSD from dealing with the shit here’s proof Approximately 20% of IPV survivors reported experiencing a new onset of psychiatric disorders such as major depressive disorder (MDD), generalized anxiety disorder (GAD), and posttraumatic stress disorder (PTSD)",👁 👁,,,1,[],https://twitter.com/IKnowSheTwitent/status/1479981366448209923
Dustin,@DJLK20,2022-01-10T08:09:27.000Z,"Dustin
@DJLK20
·
2022年1月10日",I was diagnosed with PTSD recently and prescribed medication recently. I took for a while and I didn’t notice any difference. I stopped taking it on Thursday and now I see the difference. I’ve been depressed. The meds work. Please use them.,,1,3,12,[],https://twitter.com/DJLK20/status/1480451710157946884
Harzzi,@Harzzilovemaddy,2022-01-10T05:51:44.000Z,"Harzzi
@Harzzilovemaddy
·
2022年1月10日","i was diagnosed with mild autism when i was a kid depression in my teens and also anxiety people say i have PTSD but i haven't went to the doctors about that i think i do as well but video games and music helps me im always the quiet one 
@MitchRobinson05
 got me into pc gaming",,,,,[],https://twitter.com/Harzzilovemaddy/status/1480417051902578688
yea.,@viruspriest,2022-01-10T05:25:13.000Z,"yea.
@viruspriest
·
2022年1月10日",the thing is i’m really scared it’s always going to be like this. i was diagnosed with ptsd at 16. i had to drop out of school to live away from a situation that was abusive. i had to learn much by myself.,,1,,1,[],https://twitter.com/viruspriest/status/1480410376927858689
Jennifer Opal,@_jenniferopal,2022-01-11T19:22:51.000Z,"Jennifer Opal
@_jenniferopal
·
2022年1月12日","I was 27 when I was diagnosed with ADHD, dyslexia & dyspraxia at 2018. Last year, I had a therapist try to tell me my ADHD was complex PTSD because of a book she read. Medical professionals need to remove stereotypes from their reasons of diagnoses.",,,55,213,[],https://twitter.com/_jenniferopal/status/1480983562379612162
Sara Wahedi,@SaraWahedi,2022-01-11T05:30:44.000Z,"Sara Wahedi
@SaraWahedi
·
2022年1月11日","A few days before my first semester at 
@Columbia
, my country collapsed. A month before that, my beloved baba passed away. Then, I was diagnosed with PTSD, which affects my hearing. Throughout all of it, I made it to today. Straight A’s.

This is for you, Baba Jan. I miss you.",,51,16,968,[],https://twitter.com/SaraWahedi/status/1480774152743108609
Mattie Watkins,@uhohwoman,2022-01-14T23:54:14.000Z,"Mattie Watkins
@uhohwoman
·
2022年1月15日","Incoming ... I was just listening to 
@bariweiss
 ' podcast on how we talk about trauma and it really got me thinking on my own experiance. I was diagnosed with PTSD in about 2006 and I remember it didn't really sit right with me I had an emotionally hard childhood 1/",🧵,1,,1,[],https://twitter.com/uhohwoman/status/1482139023271284738
Sassafras,@nicholio3323,2022-01-14T23:29:25.000Z,"Sassafras
@nicholio3323
·
2022年1月15日",Tell me why I was shocked when my doctor diagnosed me with PTSD and a panic disorder??? In my head I was going nah you got the wrong person,,2,,,[],https://twitter.com/nicholio3323/status/1482132776665206788
fivehundredpoundpeep,@fivehundredpou1,2022-01-14T18:42:46.000Z,"fivehundredpoundpeep
@fivehundredpou1
·
2022年1月15日",I had PTSD/CPTSD diagnosed before Covid as well as other anxiety disorders. I was into recovery before all this. I can't even describe what all of this has meant for me as it seems society itself is collapsing. At least I still have a roof over my head and basic bills are paid.,,2,,2,[],https://twitter.com/fivehundredpou1/status/1482060641527545857
Lindsey Dortch,@codewithlinds,2022-01-15T21:32:14.000Z,"Lindsey Dortch
@codewithlinds
·
2022年1月16日","Some updates from the last week: 
- got settled into my new apartment, still have two more rooms to unpack and finish moving the rest of my stuff from my old unit up to the new one 
- I was diagnosed with PTSD, which is part of the reason my meds weren’t working for so long",,1,,,[],https://twitter.com/codewithlinds/status/1482465673137819656
Concerned citizen of the uk.,@hicko_rob,2022-01-15T20:17:06.000Z,"Concerned citizen of the uk.
@hicko_rob
·
2022年1月16日","I was diagnosed with PTSD before ""Rona"" it trigged some awful awful memories panic attacks, suffered daily since but I refuse to back down ever! The more they push the more the fire in my gut makes me what to fight! To stand for what is right!",,,,1,[],https://twitter.com/hicko_rob/status/1482446766905729030
arin LOVES LENNON,@mochirin_arin,2022-01-15T17:55:12.000Z,"arin LOVES LENNON
@mochirin_arin
·
2022年1月16日","-How I Met Him-
A thread

I am a medical student, a victim of sexual abuse, and I was diagnosed with PTSD 3 years ago. Long story short, I remember it clearly it was 2 am and I was having one of my worst episode.",🐥 🍡,16,39,182,[],https://twitter.com/mochirin_arin/status/1482411058942066688
Audrey Susann,@Prettyaudacious,2022-01-16T12:21:25.000Z,"Audrey Susann
@Prettyaudacious
·
2022年1月16日","I had to literally have convos with women and men to genuinely apologize and explain my fragile mental state and that I was diagnosed with Schizophrenia, Bipolar, PTSD, anxiety and depression. All contributing to the biggest psychotic episode I've ever had. PSYCHOSIS IS REAL.",🎀 💄 💋,,,,[],https://twitter.com/Prettyaudacious/status/1482689444641751041
Nordic Model Now!,@nordicmodelnow,2022-01-16T08:30:00.000Z,"Nordic Model Now!
@nordicmodelnow
·
2022年1月16日","“I was used for my uterus, and then discarded when I was no longer needed. It was the most degrading and horrific experience. My mental health collapsed, and two years after the traumatic birth I was diagnosed with post traumatic stress disorder (PTSD)…”

https://nordicmodelnow.org/2020/01/29/i-was-an-altruistic-surrogate-and-am-now-against-all-surrogacy/…",,1,19,36,[],https://twitter.com/nordicmodelnow/status/1482631206696996866
Missy,@MissyGirlTalk,2022-01-16T07:10:52.000Z,"Missy
@MissyGirlTalk
·
2022年1月16日","Truth- after I was diagnosed with PTSD in 2007, I needed benzodiazepines (in hindsight- 2 to 3 weeks- NOT 14 years ) after that MASSIVE therapy (which I found on my own) I went to therapy of all kinds & learned to face PTSD & live w/(now only) chronic anxiety.",🌊 🌎,,,,[],https://twitter.com/MissyGirlTalk/status/1482611291059544066
Amy Sterling Casil,@ASterling,2022-01-17T18:56:48.000Z,"Amy Sterling Casil
@ASterling
·
2022年1月18日",How bad is the patriarchy? I was diagnosed with complex PTSD (a lifelong 'disability') in 2006 - I'm a rape survivor and my baby died in my arms. I've just read Joss Whedon saying he has complex PTSD bc he grew up with a TV writer dad and Professor mom on the Upper West Side.,,1,5,19,[],https://twitter.com/ASterling/status/1483151336610975750
Anyssa Lizette,@AnyssaVela,2022-01-18T18:14:05.000Z,"Anyssa Lizette
@AnyssaVela
·
2022年1月19日","When I first started therapy I was diagnosed with General Anxiety Disorder & slight PTSD, and after a year & a half of sessions, I’ve graduated to the PTSD no longer applying. I’m just very proud of myself & felt like sharing. ",🥰,1,,12,[],https://twitter.com/AnyssaVela/status/1483502972646477827
᥅ꪖ᥅ꪗ ꪑꪖᛕꪖꪻꫀ,@ms_katastrophe,2022-01-19T17:07:55.000Z,"᥅ꪖ᥅ꪗ ꪑꪖᛕꪖꪻꫀ
@ms_katastrophe
·
2022年1月20日","Before the pandemic, I was in a really bad shape. My mental health declined, was diagnosed with ptsd and depression. Now na like near na mag ftf, hesitant parents ko payagan ako bumalik manila…",🧣,1,,5,[],https://twitter.com/ms_katastrophe/status/1483848707158474752
Alicia | | The Void Mama,@FemboyKiwii,2022-01-19T12:16:01.000Z,"Alicia | | The Void Mama
@FemboyKiwii
·
2022年1月19日","ok real talk

I am diagnosed with ADHD, ASD (Autism, PDDNOS to be exact), Depression, Anxiety, and PTSD

physically I have, Asthma, Eczema, Allergies to insect bites, and problems with walking because I broke both I heals when I was 9

Hope that explains some things :)",,,,1,[],https://twitter.com/FemboyKiwii/status/1483775248839634946
Brandon E Bolhuis,@BolhuisE,2022-01-19T04:38:56.000Z,"Brandon E Bolhuis
@BolhuisE
·
2022年1月19日","in 2019, i was diagnosed with PTSD.  i can't service-connect it without a particular piece of evidence that i can get only from 
@Gipper_76
 's skipper, and i'm not hot on it anyway.

if i have PTSD, it's from how i was raised and from the kind of people i was raised to not be. ...",,1,,,[],https://twitter.com/BolhuisE/status/1483660222761684996
bailey,@leiaorganaswife,2022-01-22T06:38:16.000Z,"bailey
@leiaorganaswife
·
2022年1月22日","tw for g*n robbery

ok so monday my grandma got diagnosed with alzheimer’s and then 2 days later i had a ptsd episode and stayed up for 65 hours and then today my mom called me while i was at work to tell me the bank she works at had been robbed at gun point ",😇,,,1,[],https://twitter.com/leiaorganaswife/status/1484777416652476419
Alyse,@streetrrat,2022-01-22T02:45:34.000Z,"Alyse
@streetrrat
·
2022年1月22日",Put myself back in therapy to try and fix my relationship bc I thought I was the only issue. Now he’s gone and I’m getting diagnosed with ptsd ,,,,,[],https://twitter.com/streetrrat/status/1484718855872122880
syah linetti,@dendroneette,2022-01-23T12:16:37.000Z,"syah linetti
@dendroneette
·
2022年1月23日","I GOT DIAGNOSED WITH PTSD 

(suck that i had to experience those series of traumatic incidence that led to this but) it's just so nice to finally be validated by a psych then an MD so i know it's not that ~i was just being oversensitive~",🎊 😭 🤎,2,,5,[],https://twitter.com/dendroneette/status/1485224954551742469
tw,@certcumdealer,2022-01-23T01:22:50.000Z,"tw
@certcumdealer
·
2022年1月23日",why did no one tell me i was diagnosed w ptsd had me over here thinkin i was fakin it ,😐,,,,[],https://twitter.com/certcumdealer/status/1485060423917309954
Tasha Styles,@TashaStyles92,2022-01-24T21:41:15.000Z,"Tasha Styles
@TashaStyles92
·
2022年1月25日","Okay but this is exciting! 
I was chatting to someone last week about how when I was diagnosed, I received no therapy/contact numbers for support. But she did purely because she was still in education. 
A lot of people diagnosed with IBD also get diagnosed with PTSD…",,1,,1,[],https://twitter.com/TashaStyles92/status/1485729434384621570
Jase Cole (they/them),@jasecolelab,2022-01-24T14:25:56.000Z,"Jase Cole (they/them)
@jasecolelab
·
2022年1月24日","To be diagnosed with PTSD later on in my therapeutic journey has been illuminating. I'm able to use the skills I've already gained in new ways. In sharing my successes with my psychiatrist today, I was grateful for the work until now—and excited about the path ahead. ",🦄 🧡,,,1,[],https://twitter.com/jasecolelab/status/1485619884289675264
ABANDONED ACCOUNT,@deBagschaghe,2022-01-24T00:21:55.000Z,"ABANDONED ACCOUNT
@deBagschaghe
·
2022年1月24日","Reading literature about trans people's experiences is like a flashback to reading about PTSD after I was diagnosed with that 20 yrs ago.

Same ""oh shit... I thought that was just a weird thing about ME! You mean that's a THING?"" process happening.",,,,2,[],https://twitter.com/deBagschaghe/status/1485407482306564096
░F░r░e░e░d░o░m░4░M░o░t░h░e░r░s░,@uniqueangelique,2022-01-25T06:30:12.000Z,"░F░r░e░e░d░o░m░4░M░o░t░h░e░r░s░
@uniqueangelique
·
2022年1月25日","In 2019 I was clinically diagnosed with PTSD, my medical notes clearly outline the cause as being abuse from my ex partner and the high number of family court hearings that I was dragged through.  Dr Proudman is my ex's barrister, well done Proudman for representing abusive men.",,,,,[],https://twitter.com/uniqueangelique/status/1485862549350658055
samantha,@awsmbi,2022-01-25T01:59:18.000Z,"samantha
@awsmbi
·
2022年1月25日","Honestly, i thought the day when i was diagnosed w MDD was the scariest. But being diagnosed w PTSD is pala. Idk, i'm just so scared of what happened to me, what is happening to me and what will happen to me.",,,,,[],https://twitter.com/awsmbi/status/1485794377444126721
Euphonium Groupie in a 2nd Baritone World,@whistler,2022-01-25T00:46:32.000Z,"Euphonium Groupie in a 2nd Baritone World
@whistler
·
2022年1月25日","On the same day this was reposted I was officially diagnosed with PTSD. If this were the Academy Awards Id stand here and thank all the people possible for this to happen. The church, my parents, my bullies, abusive relationships & more!  #PTSD 

You like me you really like me.",,,1,4,[],https://twitter.com/whistler/status/1485776064899125251
Meredith Bear,@WittyVitale,2022-01-26T21:50:13.000Z,"Meredith Bear
@WittyVitale
·
2022年1月27日","TW WEIGHT: Huh Noom’s trending. Not gonna lie, I used the program a few years ago and it helped me get back to my ideal weight. As a result of Covid-related issues, I was diagnosed with PTSD and subsequently gained weight. So I went back to Noom in August 1/4",,1,,1,[],https://twitter.com/WittyVitale/status/1486456469218377729
melissa,@seamlesswift,2022-01-26T19:42:28.000Z,"melissa
@seamlesswift
·
2022年1月27日","today is #BellLetsTalk even though we should always talk about mental health. Something i’ve been dealing with since I was 8 when I got diagnosed with adhd, anxiety depression & recently bpd and ptsd. You’re not alone",❤,,,,[],https://twitter.com/seamlesswift/status/1486424316082327554
Michelle,@michandhershey,2022-01-26T19:37:55.000Z,"Michelle
@michandhershey
·
2022年1月27日","1/4 When I was first diagnosed with PTSD I didn't want to talk. With continued care & therapy I learned to open up. Then you couldn't get me to NOT talk about it. And even today, more than 4 years later, I continue to talk about my Mental Health

#BellLetsTalk 
@Bell_LetsTalk",,,,,[],https://twitter.com/michandhershey/status/1486423173579083780
༺ᴅʀᴀɢᴏɴꜰʟʏ ᴠɪʙᴇᴢ༻,@Tommi2Tongues,2022-01-28T19:10:23.000Z,"༺ᴅʀᴀɢᴏɴꜰʟʏ ᴠɪʙᴇᴢ༻
@Tommi2Tongues
·
2022年1月29日",I was todays years old when I learned I have PTSD but I was diagnosed nearly a year ago. Did I just block it from my mind or something...?,,,,2,[],https://twitter.com/Tommi2Tongues/status/1487141019766431749
Artemis⁷ | FACE ERA,@vodkoojinntonic,2022-01-29T18:31:52.000Z,"Artemis⁷ | FACE ERA
@vodkoojinntonic
·
2022年1月30日","TW// Depression & PTSD

(1) When I was diagnosed with PTSD, my therapist suggested starting a journal to cope with my thoughts & feelings. It’s hard for me to put my feelings into words. I was listening to Scenery and the comfort of the lyrics
@BTS_twt
 
#3YearsWithScenery",,3,1,4,[],https://twitter.com/vodkoojinntonic/status/1487493713022492674
kanej brainrot ⚢,@endlesshizzie,2022-01-30T07:27:37.000Z,"kanej brainrot ⚢
@endlesshizzie
·
2022年1月30日",also idk if i told y'all this but i was diagnosed with insomnia and ptsd on top of the mdd and gad/sad diagnoses that i've always had.,,,,,[],https://twitter.com/endlesshizzie/status/1487688940438138882
Gabrielle Razo,@gabriellerza__,2022-01-30T02:06:32.000Z,"Gabrielle Razo
@gabriellerza__
·
2022年1月30日","I thought that I would share this since I don’t really see the point in keeping it a secret as I’m open about my depression & anxiety. 
I searched for psychiatric help in the fall after noticing I felt even worse than depressed, & I was diagnosed with PTSD (& major depression).",🫀,1,,7,[],https://twitter.com/gabriellerza__/status/1487608134051024900
SimpliciB - Becky Brown,@SimplicibBecky,2022-02-01T19:07:37.000Z,"SimpliciB - Becky Brown
@SimplicibBecky
·
2022年2月2日","I am excited to announce that I am planning a charity auction event. 
proceedings will go to http://PTSD.org
Some of you may be aware that I was diagnosed with PTSD last year. I’m in a great place now with lots of support so I am thrilled to help others #mentalhealth",,,,,[],https://twitter.com/SimplicibBecky/status/1488589875611947015
Lee Frost,@leefrostwrites,2022-02-01T14:22:59.000Z,"Lee Frost
@leefrostwrites
·
2022年2月1日","I thought I was just a feral GenXer, but after years of trying to outrun the past, it caught up to me in the worst way during perimenopause. On being diagnosed with complex PTSD in midlife--a new post for the 
@cptsdfoundation
 https://cptsdfoundation.org/2022/01/25/addressing-cptsd-in-midlife/… #CPTSD",,,,4,[],https://twitter.com/leefrostwrites/status/1488518246106079238
6yearsgone,@6yearsgone,2022-02-01T11:07:32.000Z,"6yearsgone
@6yearsgone
·
2022年2月1日","from a book on #bipolar i once owned when i was 1st diagnosed w/bipolar II but now an bp1 w/#ptsd, #bpd & #schizophrenia
i am lifelong defective

#bipolardisorder #bipolarbear #bipolarclub #dsm5 #mooddisorder #sadface #moodswings #mania #depression",😭 🙃 😁 🥺 😫 🤣,,1,3,[],https://twitter.com/6yearsgone/status/1488469057846218753
GOD’S FAVORITE,@Milan__Monroe,2022-02-03T23:38:36.000Z,"GOD’S FAVORITE
@Milan__Monroe
·
2022年2月4日","I was diagnosed with severe PTSD a few years ago…but long as I looked “normal” to people around me, it’s like it never happened. ",🌻 👑 ✨ 💭,,,1,[],https://twitter.com/Milan__Monroe/status/1489382844145311745
Cursed Goblin of the Merfolk,@Ynot101,2022-02-03T21:13:14.000Z,"Cursed Goblin of the Merfolk
@Ynot101
·
2022年2月4日","The less I have to deal with or think about the 
@DeptVetAffairs
, the happier I am.

I LOVE the gaslighting that has led to my medical NEGLECT and PTSD.

I was diagnosed with POTS 3 YEARS AGO AND ZERO HELP. But they'll be more than happy to fuck up other bodily systems....",👻,,1,,['https://pbs.twimg.com/tweet_video_thumb/FKs4hy4VkAEetGK.jpg'],https://twitter.com/Ynot101/status/1489346261115305986
Emily❖⁷,@chaotic_emily,2022-02-03T15:59:55.000Z,"Emily❖⁷
@chaotic_emily
·
2022年2月3日","Ok, update ig. Third time was the charm. I was finally diagnosed with PTSD, agoraphobia and generalised anxiety disorder. There's two more diagnosis pending due to lack of time during the session. I was even tested for tourette syndrome due to my essential tremors (+)",,1,1,2,[],https://twitter.com/chaotic_emily/status/1489267416446165001
Sean David,@seanvandam420,2022-02-04T03:11:33.000Z,"Sean David
@seanvandam420
·
2022年2月4日","Had my 1st episode in almost a year.
In 2020 I was diagnosed with ptsd.
Sometimes it's a seizure,uncontrollable crying out of nowhere or fainting.
This is my reward for having a heart.",,,,,[],https://twitter.com/seanvandam420/status/1489436436420075520
mycohp @ coh inc.,mycohp @ coh inc.,2022-02-05T17:05:46.000Z,"mycohp @ coh inc.
@MYCOHP
·
2022年2月6日","""I have a weird kinship emotionally with cult survivors …because it is literal brainwashing...So I was diagnosed with all kinds of things… all of which magically went away as soon as I was off the medication & away from my family… I just have PTSD.” 

#AskTraumaExpertsInstead",,,2,1,[],https://twitter.com/MYCOHP/status/1490008763230822406
might guy saved me,@hoshiumisexy,2022-02-05T07:44:39.000Z,"might guy saved me
@hoshiumisexy
·
2022年2月5日",I don't know if this will be hopeful for anyone but I was diagnosed with PTSD as a teenager (pretty severe to the point I was on multiple medication and would not be able to drive) but no longer have symptoms of it as an adult. If that's any comfort that sometimes it goes away,,2,1,49,[],https://twitter.com/hoshiumisexy/status/1489867552624762883
Brittan Alford,@AlfordBrittan,2022-02-07T22:35:53.000Z,"Brittan Alford
@AlfordBrittan
·
2022年2月8日",I was shocked when I was diagnosed with PTSD. Dealing everyday with feelings that are not real or true.,,,,1,[],https://twitter.com/AlfordBrittan/status/1490816615121833991
Charly,@blindseyeview,2022-02-08T00:36:25.000Z,"Charly
@blindseyeview
·
2022年2月8日","I have never told anyone
I got diagnosed with PTSD over the summer 
on a waiting list for support
and all I feel is shame like I should be stronger 
I was not in a warzone
I should be okay
nothing succeeds in killing me 
I feel guilty for just being alive",,19,,39,[],https://twitter.com/blindseyeview/status/1490846947489443845
#RadDad,@lustforsoup,2022-02-09T23:47:15.000Z,"#RadDad
@lustforsoup
·
2022年2月10日","today i was diagnosed with chronic ptsd, bpd & severe depression do i laugh or cry!?",😂 😭,,,,[],https://twitter.com/lustforsoup/status/1491559351319814145
,@basurababushka,2022-02-09T23:20:08.000Z,"@basurababushka
·
2022年2月10日",Today I was diagnosed with PTSD. It's really wild that I've understood my symptoms to be something normal in my day to day. I'm really happy to finally be naming it and to be receiving professional medical help. It's never too late to receive help yall.,🪆 🎃,1,,26,[],https://twitter.com/basurababushka/status/1491552525031403524
tatianyc.oeuvre,@tatianycoeuvre,2022-02-09T22:39:46.000Z,"tatianyc.oeuvre
@tatianycoeuvre
·
2022年2月10日","#RogerStone : #RogerStone : ""It’s not incidental by the way that my wife was diagnosed with cancer right after I was pardoned.  It’s PTSD.  It’s two years of relentless stress from Muller & his thugs. (continued)",,1,,3,[],https://twitter.com/tatianycoeuvre/status/1491542365429014533
FOOLI,@Mafooli,2022-02-10T22:39:08.000Z,"FOOLI
@Mafooli
·
2022年2月11日",i was diagnosed with PTSD this evening and now a lot of things make sense,,1,,1,[],https://twitter.com/Mafooli/status/1491904593541963785
☾ Funbun,@shes_anxious,2022-02-10T19:29:38.000Z,"☾ Funbun
@shes_anxious
·
2022年2月11日",I think it’s time to get my psychological assessment results from when I was 13 and see what I was actually diagnosed with. I’m convinced it’s not just ptsd. My mom says it’s a new thing each time I talk about it.,,,,7,[],https://twitter.com/shes_anxious/status/1491856906121617420
Emi,@emi_the_bread,2022-02-10T19:24:12.000Z,"Emi
@emi_the_bread
·
2022年2月11日","Sometimes I really would like to know how it’s like living without several mental illnesses. I grew up with adhd (not diagnosed until I was 14), had ptsd by the time I was nine and with that also came a depression and anger/trust issues and later an eating disorder. I never-",🤍,1,,,[],https://twitter.com/emi_the_bread/status/1491855539533492225
222,@Pebbs2088,2022-02-11T12:27:13.000Z,"222
@Pebbs2088
·
2022年2月11日","My Truth: 

In 2020 I was diagnosed with PTSD, Severe Depressive Disorder, and General Anxiety Disorder.. May 23, 2021 I gave it ALL to God.. To this day, I have not been depressed AT ALL and I DO NOT claim any illness I was diagnosed with.. ",,1,1,29,[],https://twitter.com/Pebbs2088/status/1492112989943742464
Calibos The Skeptical Empath,@Calibos420,2022-02-11T09:39:51.000Z,"Calibos The Skeptical Empath
@Calibos420
·
2022年2月11日","I was skeptical when diagnosed with PTSD. For one, I don’t recall nightmares and that’s usually the first symptom many connect to PTSD. I learned not everyone has nightmares. This forum discusses other PTSD symptoms.",,,,1,[],https://twitter.com/Calibos420/status/1492070870801686542
soho doll,@S0H0D0LL,2022-02-12T06:35:38.000Z,"soho doll
@S0H0D0LL
·
2022年2月12日",Ummmmmmmm i was diagnosed with PTSD today??????????? Hello?????,🌟 🌟,,,3,[],https://twitter.com/S0H0D0LL/status/1492386900367200256
