UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Sean Burns,@DarkpresenceSb,2020-04-27T23:18:52.000Z,"Sean Burns
@DarkpresenceSb
·
2020年4月28日","回复 
@Sundae_Gurl",,,,,[],https://twitter.com/DarkpresenceSb/status/1254912932208685056
dpal1996,@dpal1996,2020-04-29T17:53:38.000Z,"dpal1996
@dpal1996
·
2020年4月30日","@NBSaphierMD
 can covid 19 be diagnosed by an X-ray? Asking for my fathers wife who is 83. Dr said she doesn’t need a test and I am conserned. Thank you!",,,,,[],https://twitter.com/dpal1996/status/1255555857200435206
Linda’s World,@LadyLinda420,2020-04-30T22:02:18.000Z,"Linda’s World
@LadyLinda420
·
2020年5月1日","回复 
@moondiors",🦋 🦋,,,,[],https://twitter.com/LadyLinda420/status/1255980825319018497
Shalini Pammal,@ShaliniPammal,2020-04-30T04:29:01.000Z,"Shalini Pammal
@ShaliniPammal
·
2020年4月30日",My community came together today to contribute $620 to an Eritrean woman in Boston who was laid off as a parking attendant. Her husband has cancer & was also diagnosed with #COVID19. She can’t make money through housekeeping either. I am so inspired by how people rallied to help.,,1,,,[],https://twitter.com/ShaliniPammal/status/1255715758115565568
"Roslyn Heights, N.Y.",@roslynheightsny,2020-05-01T05:23:30.000Z,"Roslyn Heights, N.Y.
@roslynheightsny
·
2020年5月1日","回复 
@beilis_jay",,,,,[],https://twitter.com/roslynheightsny/status/1256091858285015040
Carlos Garcia,@TheMoonPoet,2020-05-06T19:51:19.000Z,"Carlos Garcia
@TheMoonPoet
·
2020年5月7日","My mother is a cancer survivor, my sister was diagnosed with JRA when she was much younger, and I was diagnosed with Type 1 Diabetes at the age of 3. Today, and everyday, I am so thankful for the #nurses that have offered their care and support to us and others most in need.",,1,,3,[],https://twitter.com/TheMoonPoet/status/1258122189410308099
"Dr. Valéria Souza, Ph.D. in Humanities (2013).",@packedby776,2020-05-06T03:23:50.000Z,"Dr. Valéria Souza, Ph.D. in Humanities (2013).
@packedby776
·
2020年5月6日","回复 
@PurpleGimp",,2,,,[],https://twitter.com/packedby776/status/1257873682338381825
lauren elizabeth,@laurenelizabe12,2020-05-07T14:10:40.000Z,"lauren elizabeth
@laurenelizabe12
·
2020年5月7日",This quarantine has acutely made me aware that I am (professionally not diagnosed) OCD AF but it hasn’t been all that bad. I’m making cute changes to my apartment because of it,,,,,[],https://twitter.com/laurenelizabe12/status/1258398848717897729
smartarsegooner,@LGoonerHoward,2020-05-07T22:00:52.000Z,"smartarsegooner
@LGoonerHoward
·
2020年5月8日","A picture of me 21 years ago, when I was diagnosed with breast cancer. 
I am strong, I’ve overcome adversity, my trials and tribulations of today pale in comparison. I can get through these tough times ",🥰,3,,28,['https://pbs.twimg.com/media/EXcms8MWoAAkFAD?format=jpg&name=small'],https://twitter.com/LGoonerHoward/status/1258517178468298753
Dawn Zimmerman,@DawnZim64740221,2020-05-07T07:16:27.000Z,"Dawn Zimmerman
@DawnZim64740221
·
2020年5月7日","my dearest Gary
I am back in my head today. The letter i told you about is weighing on my mind. i am going to the hospital where you were diagnosed.  The hospital had changed so much since then. But I can recognize the places we were. I remember when you came out of anesthesia.",,,,1,[],https://twitter.com/DawnZim64740221/status/1258294610478194688
Nadine Richards,@n64006791,2020-05-07T19:48:54.000Z,"Nadine Richards
@n64006791
·
2020年5月8日","@SecretaryLevine
 Thank you so much Dr. Levine for all you do!! I am a nurse in a nursing home & was just diagnosed yesterday with the virus. Hearing & seeing you every day on tv is keeping me calm & hopeful---",,,,,[],https://twitter.com/n64006791/status/1258483968497848323
ʝֆɢʀɛʏɦօʊռɖɢɨʀʟ,@jsgreyhoundgirl,2020-05-11T19:06:29.000Z,"ʝֆɢʀɛʏɦօʊռɖɢɨʀʟ
@jsgreyhoundgirl
·
2020年5月12日","回复 
@davey_alex",💔,1,,1,[],https://twitter.com/jsgreyhoundgirl/status/1259922846329057285
Liz Bernstein (she/they),@yeralizard,2020-05-12T06:49:03.000Z,"Liz Bernstein (she/they)
@yeralizard
·
2020年5月12日","回复 
@yeralizard
 和 
@DogsTrenchcoat",,,,,[],https://twitter.com/yeralizard/status/1260099653334454272
Emily Tan (she/her),@cessemi,2020-05-12T22:03:24.000Z,"Emily Tan (she/her)
@cessemi
·
2020年5月13日","10 years ago, the chance of being with the love of my life ended. 5 years ago, I was barely making ends meet. Last year, I was diagnosed with cancer. And today, I am still unmarried with no children and turning 35… https://instagram.com/p/CAGpeg_np9u/?igshid=7ce5g0lw162q…",,1,,6,[],https://twitter.com/cessemi/status/1260329754940657664
Nikki Torday,@NikkiTorday,2020-05-19T21:59:48.000Z,"Nikki Torday
@NikkiTorday
·
2020年5月20日","Today is world IBD day. I was diagnosed with Crohn’s 15 years ago. It had not been a easy road, but I battled and won. I am 5 years into remission. I advocate everyday so no one else has to suffer from this disease ever again or loose a loved one.  #worldibdday2020 #StepUp4IBD",,,,1,['https://pbs.twimg.com/media/EYaZiUbUMAIA4Co?format=jpg&name=900x900'],https://twitter.com/NikkiTorday/status/1262865566903173128
RN1067,@halogen85,2020-05-19T23:39:03.000Z,"RN1067
@halogen85
·
2020年5月20日","回复 
@Crawley41028176
 和 
@Yamiche",,,,1,[],https://twitter.com/halogen85/status/1262890541248925697
JFP3 Industries,@jfpgaming,2020-05-21T02:02:01.000Z,"JFP3 Industries
@jfpgaming
·
2020年5月21日",The bad thing about having a good memory is that I get bullied and called a Nerd. I am 18 years old and I can remember as far back as when I was 2 Years old. It was the time I was Diagnosed with Autism,,,,,[],https://twitter.com/jfpgaming/status/1263288907652833284
P.k. Ditty,@Iamfluid,2020-06-01T14:11:25.000Z,"P.k. Ditty
@Iamfluid
·
2020年6月1日","回复 
@the_sheetar",,1,,,[],https://twitter.com/Iamfluid/status/1267458734856581126
Herm ✞,@slarochelle_,2020-06-01T11:47:21.000Z,"Herm ✞
@slarochelle_
·
2020年6月1日","回复 
@askingallie902",,,1,5,[],https://twitter.com/slarochelle_/status/1267422482115506181
Patrice,@patrice_noonan,2020-06-06T03:42:22.000Z,"Patrice
@patrice_noonan
·
2020年6月6日","回复 
@FreakFlamingo
 @medit8now
 和 另外 4 个人",,2,,2,[],https://twitter.com/patrice_noonan/status/1269112367943729159
Kate Bannick,@kate_speier,2020-06-07T21:31:59.000Z,"Kate Bannick
@kate_speier
·
2020年6月8日",10/2018 I was diagnosed with Myasthenia Gravis. Found myself in ERs with little muscle tone and a thymectomy in 12/2019. Research and awareness are the reasons I am still here and have a career I love. #mgawarenessmonth #myastheniagravis #KnowledgeIsPower,,,,7,['https://pbs.twimg.com/media/EZ8JYRMWAAMFd2w?format=jpg&name=900x900'],https://twitter.com/kate_speier/status/1269743936114962433
Edward Grace,@ellaandeddiesda,2020-06-09T22:40:42.000Z,"Edward Grace
@ellaandeddiesda
·
2020年6月10日","回复 
@BillKristol
 和 
@gtconway3d",,,,,[],https://twitter.com/ellaandeddiesda/status/1270486005406224385
Jennifer Sampson,@vangogirl315,2020-06-10T22:06:06.000Z,"Jennifer Sampson
@vangogirl315
·
2020年6月11日","I am raising money for Lupus Alliance of Upstate New York to support my friend who was diagnosed 2 years ago. 
Please help by donating or joining our team and helping us raise money. Thanks. 
https://givegab.com/p2p/lupus-virtual-walk-2020/jennifer-sampson-9a9dcea8-1054-4380-8cc6-1e29ce81c56b…",,,,,[],https://twitter.com/vangogirl315/status/1270839686546837505
Debbie Crowther,@debbieacrowther,2020-06-16T14:39:37.000Z,"Debbie Crowther
@debbieacrowther
·
2020年6月16日","回复 
@RDFlips
 和 
@feliciaday",,,,,[],https://twitter.com/debbieacrowther/status/1272901649451941890
Kerry OMalley Jaffe,@k420kb,2020-06-17T16:52:55.000Z,"Kerry OMalley Jaffe
@k420kb
·
2020年6月18日","回复 
@sqrlb8",❤,1,,1,[],https://twitter.com/k420kb/status/1273297584606633987
Steve Farrington,@asfenterprises,2020-06-18T05:48:08.000Z,"Steve Farrington
@asfenterprises
·
2020年6月18日","回复 
@TomJChicago",,,,,[],https://twitter.com/asfenterprises/status/1273492675405242368
Mommy Ives,@MommyIves,2020-06-21T14:43:00.000Z,"Mommy Ives
@MommyIves
·
2020年6月21日","回复 
@dcis411",,,,1,[],https://twitter.com/MommyIves/status/1274714439355379712
Liz IV || Unoffical Sleep Token theorist,@LostInStereoLiz,2020-07-03T00:19:15.000Z,"Liz IV || Unoffical Sleep Token theorist
@LostInStereoLiz
·
2020年7月3日","I am bipolar I or also bipolar depression, generalized anxiety disorder, and seasonal depression. I was diagnosed when I was 16. Also my Fibromyalgia affects my depression which was when I was 20

I've been on a lot of meds for the past eight years",🌙,,,1,[],https://twitter.com/LostInStereoLiz/status/1278845725481275392
Leslie E. Henry,@ElleeHenry,2020-07-07T14:18:40.000Z,"Leslie E. Henry
@ElleeHenry
·
2020年7月7日","回复 
@NicholasUrquizo
 @kimaneurologist
 和 
@ashishkjha",,1,,,[],https://twitter.com/ElleeHenry/status/1280506521517019147
Theresa Dever-Gorka,@DeverGorka,2020-07-08T13:12:32.000Z,"Theresa Dever-Gorka
@DeverGorka
·
2020年7月8日","回复 
@RabbidRabbit26
 @AndreaWolper
 和 
@blaireerskine",,,,1,[],https://twitter.com/DeverGorka/status/1280852269265715201
MAConsortium,@MAConsortium,2020-07-08T18:13:10.000Z,"MAConsortium
@MAConsortium
·
2020年7月9日","MAC ARTIST SPOTLIGHT: Elisa Huberman  I am an artist and children's book author / illustrator. I was born in the Bronx in 1989 and live with my family on City Island, New York. I was diagnosed with Autism Spectrum… https://instagram.com/p/CCYyr54jXmY/?igshid=1hl9ip03vlep0…",💚 💙,,,1,[],https://twitter.com/MAConsortium/status/1280927925483823104
Elizabeth McDermott Betty,@Elizabe71586428,2020-07-13T06:48:20.000Z,"Elizabeth McDermott Betty
@Elizabe71586428
·
2020年7月13日",#Cancer I was just  diagnosed with breast cancer a few mos ago my second time battling cancer I beat a different type of  cancer 20 years ago .I am heartbroken to hear about #kellypreston #RIP The Travolta family am sorry for your loss ,🙏 💔,,,,[],https://twitter.com/Elizabe71586428/status/1282567520067690496
Britt,@strawbritty,2020-08-05T19:32:55.000Z,"Britt
@strawbritty
·
2020年8月6日",I found out a few days ago that someone extremely dear to me has been diagnosed for the second time with cancer and has been given 4-6 months to live. So believe I am saying this with my entire fucking chest - FUCK CANCER.,,,,1,[],https://twitter.com/strawbritty/status/1291094854865485824
Margaret Walsh (Countess of Chomp),@Mjaynes87Barry,2020-08-09T13:49:53.000Z,"Margaret Walsh (Countess of Chomp)
@Mjaynes87Barry
·
2020年8月9日","回复 
@zoidberg95",,1,,,['https://pbs.twimg.com/tweet_video_thumb/Ee-7xOKXYAQcojK.jpg'],https://twitter.com/Mjaynes87Barry/status/1292458078273708032
Lisa Kay Bender,@LisaKayBender2,2020-08-14T00:51:39.000Z,"Lisa Kay Bender
@LisaKayBender2
·
2020年8月14日","I just want to say this.  I am overwiegt, I have been legally been diagnosed with a Sevier anxiety distirder, Sevier to chronic depression and Sevier to chronic obsessive Compulsive disorder.",,1,,,[],https://twitter.com/LisaKayBender2/status/1294074169685049348
Woodyi,@coachwoody25,2020-08-19T02:45:38.000Z,"Woodyi
@coachwoody25
·
2020年8月19日",I am walking in support of my dad Woody Sr. He was diagnosed with cancer 2 years ago and has been battling ever since. Please give to this great cause if you are able. http://dfci.convio.net/site/TR?fr_id=1390… #JimmyFundWalk,,,,3,[],https://twitter.com/coachwoody25/status/1295914793019281408
kiki,@paulsighmon,2020-08-23T17:16:31.000Z,"kiki
@paulsighmon
·
2020年8月24日","""I am someone who has been professionally diagnosed"" 
Way to rub in your privilege  https://t.co/3AK3axcJW0",🐸 💖,,,,[],https://twitter.com/paulsighmon/status/1297583511801667587
Meghan,@megemurr,2020-09-01T06:17:54.000Z,"Meghan
@megemurr
·
2020年9月1日","@oliviaculpo
 I want to thank you for making a statement on being diagnosed with endometriosis. I am a felllow RI’er with stage 4. I’m having my second surgery in a few,  thank you for publicizing this.",,,,,[],https://twitter.com/megemurr/status/1300679255332982784
T-Boy Toy,@TheTboyToy,2020-09-02T23:03:04.000Z,"T-Boy Toy
@TheTboyToy
·
2020年9月3日","回复 
@idontnevermind
 @ErdrickStorm
 和 另外 4 个人",😘,1,,1,[],https://twitter.com/TheTboyToy/status/1301294602520080389
Emmagination94 (Emma),@Emmagination94,2020-09-02T16:59:11.000Z,"Emmagination94 (Emma)
@Emmagination94
·
2020年9月3日","Hey my twitch friends, I am doing a fundraiser on stream for my best friend who just got diagnosed with stage 3 choricarcinoma. I would love for you all to be there if you can  #TwitchStreamers #twitchfundraiser #fundraising #ttv #twitchtv #fuckcancer http://twitch.tv/emmagination94",🌻 ❤,,5,7,[],https://twitter.com/Emmagination94/status/1301203025403490304
bLESsed,@lbel2000,2020-09-04T10:59:50.000Z,"bLESsed
@lbel2000
·
2020年9月4日","回复 
@jbuttsthird",,1,,1,[],https://twitter.com/lbel2000/status/1301837370690502660
Andrew Littlefield,@FSUAndrew,2020-09-12T17:23:35.000Z,"Andrew Littlefield
@FSUAndrew
·
2020年9月13日","回复 
@brianvan",,1,,,[],https://twitter.com/FSUAndrew/status/1304833047183925248
"Jocelyn Champagne, BS, MEd.",@JocelynChampag7,2020-09-16T16:44:45.000Z,"Jocelyn Champagne, BS, MEd.
@JocelynChampag7
·
2020年9月17日","回复 
@djrothkopf",,,,,[],https://twitter.com/JocelynChampag7/status/1306272823082659841
Richard Martinez offical,@apolloknights99,2020-09-24T21:55:33.000Z,"Richard Martinez offical
@apolloknights99
·
2020年9月25日",that I was severely menatly ill. There argument was that I was. There. They diagnosed me as shizoeffective bipolar type. I AM NOT MENTALY ILL AND I CAN PROVE IT. I WAS NOT ENCOURAGED TO DEFENDED MYSELF BY MY LAWYER. HE WAS A MENTAL HEALTH LAWYER. LAWYER GET PAID REGARDLESS.,🌊 🗽 🌇 🌃 ✈ 🛥 🎼 📷,,,1,[],https://twitter.com/apolloknights99/status/1309250142227357699
aja,@BASEDarlo,2020-09-26T11:16:57.000Z,"aja
@BASEDarlo
·
2020年9月26日","回复 
@MofSZN",,1,,1,[],https://twitter.com/BASEDarlo/status/1309814211086876672
Hon. Lorenzo Sierra,@Sierra4AZ,2020-09-29T18:05:23.000Z,"Hon. Lorenzo Sierra
@Sierra4AZ
·
2020年9月30日","On Sunday, Sept. 27, my wife and I exhibited symptoms of COVID-19 while visiting family in Washington DC. My wife tested positive while being treated at a local ER. I am awaiting my test results, but have been advised to assume it is positive until officially diagnosed. 
1/4",,60,50,190,[],https://twitter.com/Sierra4AZ/status/1311004159278297089
qmpatco,@bkebartas,2020-09-30T19:31:29.000Z,"qmpatco
@bkebartas
·
2020年10月1日","Three year Army vet here.

I spoke with my doctor at the VA yesterday.

I was diagnosed with bone spurs.

I am uncertain how to handle this news.

#VoteHimOut2020",🆘,1,,2,[],https://twitter.com/bkebartas/status/1311388215224479744
PeteXT,@Peteyberger,2020-10-06T17:33:29.000Z,"PeteXT
@Peteyberger
·
2020年10月7日","Sitting at 
@PennMedicine
 waiting go get my pacemaker and defibrillator evaluated...another appointment the 12th for my kidneys, hopefully after that I am put on the heart and kidney transplant list. Its been a long year and a half since being diagnosed with #giantcellmyocarditis",,1,,11,[],https://twitter.com/Peteyberger/status/1313532848155090946
"Katie Gold, PhD",@kaitlinmgold,2020-10-10T14:15:26.000Z,"Katie Gold, PhD
@kaitlinmgold
·
2020年10月10日","Today is  #WorldMentalHealthDay and October is #ADHDAwarenessMonth! I have diagnosed ADHD and Anxiety and have been taking medication since childhood. My ADHD makes me who I am, and can be both a super power and super curse. I am proud to be #ADHDinSTEM!",,,2,48,[],https://twitter.com/kaitlinmgold/status/1314932555003682816
,@mileycfan4eva,2020-10-12T22:59:03.000Z,"@mileycfan4eva
·
2020年10月13日","For the fic I am working on 
@olderbrother21
 should #edeleth be diagnosed with #leukemia or #Aids or both #mondaythoughts #ChicagoFire #OneChicago #MattCasey #KellySeveride 
@Lurlene_McD
 #ChildhoodCancer #twins #sisters #music #legacy #bwitched #fanfiction",🎗,,1,3,[],https://twitter.com/mileycfan4eva/status/1315789103317749761
Kelly,@smallb62,2020-10-13T00:13:31.000Z,"Kelly
@smallb62
·
2020年10月13日","回复 
@EnchantedxLay
 和 
@teamkorie",💕,1,,1,[],https://twitter.com/smallb62/status/1315807844919382017
Cassidy Smith,@CassidySmithNH,2020-10-14T14:29:46.000Z,"Cassidy Smith
@CassidySmithNH
·
2020年10月14日",I am 32 and this morning I had my fourth annual mammogram. I started getting mams at 29 because my mom was 39 when she was diagnosed with #breastcancer and you should start 10 years before when your mother was diagnosed if you are a person with breasts. (1),,1,,7,[],https://twitter.com/CassidySmithNH/status/1316385715161387009
kat,@foolykooly,2020-10-16T20:22:38.000Z,"kat
@foolykooly
·
2020年10月17日",whoever has been in contact with me these past 14 days in any way should get tested or stay indoors. i’ve had symptoms for a few days now and it’s been confirmed. I am truly sorry. I have been diagnosed with depression. it is highly contagious and there is no cure.,,,1,2,[],https://twitter.com/foolykooly/status/1317199294861107206
karyncollins,@karyncollins,2020-10-21T23:25:36.000Z,"karyncollins
@karyncollins
·
2020年10月22日","There is no easy way to say this...so .... in late January I was diagnosed with breast cancer.  I decided at that time to make my battle private. Unfortunately, my oncologist has let me know I am now in the end stages of this illness. It has been  great getting to know.",,469,104,"1,215",[],https://twitter.com/karyncollins/status/1319057277547151367
MinaXian,@Jazzy47NYC,2020-10-26T04:33:33.000Z,"MinaXian
@Jazzy47NYC
·
2020年10月26日",@NYCFirstLady Hi.  I’ve ASD/Asperger’s and suffer from depression.  Where are the resources to help those like myself who were diagnosed late in life?  I am still looking for more than an initial assessment - from my anxiety/depression therapist! We don’t take ur insurance sucks,,,,,[],https://twitter.com/Jazzy47NYC/status/1320584329081270272
Liz Bernstein (she/they),@yeralizard,2020-10-27T03:33:27.000Z,"Liz Bernstein (she/they)
@yeralizard
·
2020年10月27日","回复 
@groovygoddesz",,,,,[],https://twitter.com/yeralizard/status/1320931590416093189
Yvonne Lucyk,@yvonne226,2020-10-27T20:50:11.000Z,"Yvonne Lucyk
@yvonne226
·
2020年10月28日","In just 19 days my Dads been diagnosed with stage 4 liver cancer and is now unresponsive,in Hospice and on morphine. This is all happening too fast. Please send prayers for a peaceful transition for him.  Only a year after my Mom. I am just so sad.",,14,,5,[],https://twitter.com/yvonne226/status/1321192494504304650
Liz Bernstein (she/they),@yeralizard,2020-11-05T15:18:00.000Z,"Liz Bernstein (she/they)
@yeralizard
·
2020年11月5日","Well. I am an Officially Diagnosed Autistic™ now

But guess what? I was self-diagnosed first.",,24,1,208,[],https://twitter.com/yeralizard/status/1324370384842596354
Deh Travelin Celtic Supporter,@ConchobarGailli,2020-11-05T17:26:21.000Z,"Deh Travelin Celtic Supporter
@ConchobarGailli
·
2020年11月6日","Celtic family - my brother and fellow tim has been diagnosed with Stage 4 bladder cancer. I am raising funds for him & his children if you can find it in your heart to share 
@CelticFC
 @FoundationCFC
 @CelticLos
 @orlando_csc
 @PloughBhoysCSC
 @Montreal_Celtic",,13,75,55,[],https://twitter.com/ConchobarGailli/status/1324402687576838145
Deh Travelin Celtic Supporter,@ConchobarGailli,2020-11-06T12:52:25.000Z,"Deh Travelin Celtic Supporter
@ConchobarGailli
·
2020年11月6日","@stoolpresidente
 - my brother and fellow Philly guy has been diagnosed with Stage 4 bladder cancer. I am raising funds for him & his children. If you can find it in your heart to share I will be forever grateful.",,,,,[],https://twitter.com/ConchobarGailli/status/1324696137287217155
Wayne Rash,@wrash,2020-11-07T00:59:31.000Z,"Wayne Rash
@wrash
·
2020年11月7日","@alroker
 I was diagnosed with prostate cancer when I was your age. I am now cancer free. Contact me if you need someone to talk to. It helps. #cancersucks",,,,,[],https://twitter.com/wrash/status/1324879117293150208
