UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Malcom C. Riley III,@MalcomRiley22,2022-01-16T23:41:22.000Z,"Malcom C. Riley III
@MalcomRiley22
·
2022年1月17日","You can have your fancy high flying offenses

I want the Chicago Bears to play like Kyle Shanahan's 49ers

Physical, Power Football on both sides of the ball that just wears. you. out

#DaBears",,34,42,478,['https://pbs.twimg.com/tweet_video_thumb/FJQt0RxXMAUDpYT.jpg'],https://twitter.com/MalcomRiley22/status/1482860559255093252
Shannon hausen,@shannon_hausen,2022-01-16T22:46:07.000Z,"Shannon hausen
@shannon_hausen
·
2022年1月17日",I hope that all of you had a good day.,,,3,18,['https://pbs.twimg.com/tweet_video_thumb/FJQhJ4BXwAErqA0.jpg'],https://twitter.com/shannon_hausen/status/1482846654550134787
.,@UniqueMindz_04,2022-01-16T22:54:10.000Z,".
@UniqueMindz_04
·
2022年1月17日","Blessed to say I have received an offer from 
@AICFootball
 @CoachKKulzer
 @CoachMurfAIC 
@gbluestein",,3,6,26,[],https://twitter.com/UniqueMindz_04/status/1482848681367945219
𝕋𝕒𝕞𝕞𝕪,@adishsoup,2022-01-16T23:35:05.000Z,"𝕋𝕒𝕞𝕞𝕪
@adishsoup
·
2022年1月17日","My husband is sick so I made some lemon ginger chicken noodle soup.
#ChickenSoup",,15,2,87,[],https://twitter.com/adishsoup/status/1482858977465712641
ZU (bi but not sexual),@LegallyZoo,2022-01-17T23:39:21.000Z,"ZU (bi but not sexual)
@LegallyZoo
·
2022年1月18日",“Family don’t like the way that I’m living”,💙 🥶,4,12,56,[],https://twitter.com/LegallyZoo/status/1483222439035293699
e,@enrique_lgh,2022-01-17T23:34:37.000Z,"e
@enrique_lgh
·
2022年1月18日","I lied $6.99 is the best investment I’ve ever made in my life. #iykyk #VeVeFam #MC1SR 
@veve_official
 @Marvel",⭕,12,6,184,[],https://twitter.com/enrique_lgh/status/1483221250663231502
LAHGRIDDY,@LAHGRIDDY2x,2022-01-17T22:42:28.000Z,"LAHGRIDDY
@LAHGRIDDY2x
·
2022年1月18日",MY BOY NICK. BROUGHT THAT GRIDDY TO NYC  THIS HARD .. I THINK  I SEE MASTER SPLINTER #GRIDDYGLOBAL #newyorkcity,😎 🔥 🔥 😭,3,46,215,['https://pbs.twimg.com/ext_tw_video_thumb/1483208028212051986/pu/img/f_s726ZG3DKnRHuJ.jpg'],https://twitter.com/LAHGRIDDY2x/status/1483208123762552834
Nick B,@greekpaisan,2022-01-17T21:14:19.000Z,"Nick B
@greekpaisan
·
2022年1月18日",I take back every bad thing I ever said about Ryan Fitzpatrick,,2,8,119,['https://pbs.twimg.com/ext_tw_video_thumb/1483129084075036675/pu/img/RAZ8-hE5zpXtalAO.jpg'],https://twitter.com/greekpaisan/status/1483185940390727684
Loran Skinkis Art!,@loranskinkisart,2022-01-17T22:58:02.000Z,"Loran Skinkis Art!
@loranskinkisart
·
2022年1月18日",I see Fantastic Four trending and I'm really wanting to hear some news about the new film... #FantasticFour,,5,18,94,[],https://twitter.com/loranskinkisart/status/1483212042785931270
luka,@lu_ka_art,2022-01-18T20:25:17.000Z,"luka
@lu_ka_art
·
2022年1月19日",medieval tattoo flash sheet !!!  i’d love to find more art moots so pls introduce urself !!,🌞,5,31,162,[],https://twitter.com/lu_ka_art/status/1483535989545054211
Gisele Barreto Fetterman,@giselefetterman,2022-01-18T22:44:41.000Z,"Gisele Barreto Fetterman
@giselefetterman
·
2022年1月19日",I will not be ignored ,😆 🤨 😂,21,11,689,[],https://twitter.com/giselefetterman/status/1483571071660052481
,@campaigndeezy_,2022-01-18T23:24:11.000Z,"@campaigndeezy_
·
2022年1月19日","who would’ve thought i could fly too, 2022
48x48",✨,1,45,145,[],https://twitter.com/campaigndeezy_/status/1483581013687250945
سدرةالمنتہٰی,@SiddraaRana,2022-01-18T21:56:27.000Z,"سدرةالمنتہٰی
@SiddraaRana
·
2022年1月19日","10 days of being sick and the very first thing I went out to photograph is this beautiful mosque 
She reminds me of warmth and love in the midst of this storm 

#ONStorm #SnowStorm2022 #PEACE #LOVE #WARMTH",💕,14,15,97,[],https://twitter.com/SiddraaRana/status/1483558931125448706
Dickson Hermouth,@FreckleFaceFvck,2022-01-18T22:52:02.000Z,"Dickson Hermouth
@FreckleFaceFvck
·
2022年1月19日",Me 4 days after I shave my head,,11,29,50,[],https://twitter.com/FreckleFaceFvck/status/1483572920073007105
Sirjudah_official,@SirjudahO,2022-01-19T22:27:01.000Z,"Sirjudah_official
@SirjudahO
·
2022年1月20日",I no like Drama...,,1,20,897,['https://pbs.twimg.com/ext_tw_video_thumb/1483928688269877251/pu/img/-bZE9ECpef4H9TbK.jpg'],https://twitter.com/SirjudahO/status/1483929011587854337
FourWands Wildlife,@FourwandsW,2022-01-19T23:16:05.000Z,"FourWands Wildlife
@FourwandsW
·
2022年1月20日",I think that they do that intentionally. ,😂,18,32,136,['https://pbs.twimg.com/ext_tw_video_thumb/1483941261417533441/pu/img/N8FrZXoMSk9hatIi.jpg'],https://twitter.com/FourwandsW/status/1483941360382132231
David,@rigeldn,2022-01-19T23:46:39.000Z,"David
@rigeldn
·
2022年1月20日","If you could see it from the front, wait 'til you see it from the back, back, back, back, back • (yes I’m 6’2)",,18,23,604,[],https://twitter.com/rigeldn/status/1483949052660170752
𝙒𝙞𝙜𝙝𝙩,@_Shift6,2022-01-19T21:00:18.000Z,"𝙒𝙞𝙜𝙝𝙩
@_Shift6
·
2022年1月20日","They Thought I Was Finished, God Had Different Plans! #NFLDraft2022",,,24,79,[],https://twitter.com/_Shift6/status/1483907189064540160
"remixmtg.eth (,)",@RemixMTG,2022-01-19T21:33:56.000Z,"remixmtg.eth (,)
@RemixMTG
·
2022年1月20日",I’m ushin NGs,💙 🧡 🅿 🅿,2,2,28,[],https://twitter.com/RemixMTG/status/1483915652855480327
Chris Tonn,@tonn_chris,2022-01-20T23:12:52.000Z,"Chris Tonn
@tonn_chris
·
2022年1月21日","Watching a recorded Jeopardy from Tuesday. 

Yeah. I got this.",,6,3,58,[],https://twitter.com/tonn_chris/status/1484302940110143488
Thomas,@TomTerrific_66,2022-01-20T23:03:30.000Z,"Thomas
@TomTerrific_66
·
2022年1月21日",I’m a giver,,4,2,10,[],https://twitter.com/TomTerrific_66/status/1484300583725146114
Big Papa King,@bnlking,2022-01-20T22:52:06.000Z,"Big Papa King
@bnlking
·
2022年1月21日","Doing tempura later, but figured I'd make some crab Rangoon to munch on.",,4,1,45,[],https://twitter.com/bnlking/status/1484297713432903684
Bradley Thee Esquire.,@jurisclicktion,2022-01-20T21:24:31.000Z,"Bradley Thee Esquire.
@jurisclicktion
·
2022年1月21日","I love my new 
@mcecreations
 beanie ",💕,4,4,118,[],https://twitter.com/jurisclicktion/status/1484275670855344132
Silk City Hot Sauce,@silkcityhot,2022-01-20T23:17:32.000Z,"Silk City Hot Sauce
@silkcityhot
·
2022年1月21日","I just found the downfall of the 
@KevinDombrowski
 diet.",,3,3,10,[],https://twitter.com/silkcityhot/status/1484304114956009472
SES,@SESBX,2022-01-21T22:14:56.000Z,"SES
@SESBX
·
2022年1月22日",Some recent shots I’ve edited this week,,5,58,361,[],https://twitter.com/SESBX/status/1484650747597926400
Ingrid Guthrie,@IngGuthrie,2022-01-21T22:58:49.000Z,"Ingrid Guthrie
@IngGuthrie
·
2022年1月22日",I'd do that in a heart beat!,,13,8,67,[],https://twitter.com/IngGuthrie/status/1484661790160084994
Rachel Wood,@RachelSTWood,2022-01-21T23:11:58.000Z,"Rachel Wood
@RachelSTWood
·
2022年1月22日","It’s no one’s damn business what I do with my money.
Bite me.",,36,16,261,[],https://twitter.com/RachelSTWood/status/1484665102095822850
𝓢𝓦✞,@Iamseanwilson_,2022-01-21T20:59:41.000Z,"𝓢𝓦✞
@Iamseanwilson_
·
2022年1月22日","Charlottesville I’m on my way official visit starts now 
@UVAFootball
 @coachmhagans
  @Coach_TElliott
 #gohoos #hoos22",😁 😁,9,12,411,[],https://twitter.com/Iamseanwilson_/status/1484631811422666756
Ceciliaaaa,@pharaohcece_,2022-01-21T20:50:24.000Z,"Ceciliaaaa
@pharaohcece_
·
2022年1月22日",I lost my Aggie one card  anyone sees it the last name is Mandela  #ncat,🤍 😭,4,34,61,[],https://twitter.com/pharaohcece_/status/1484629476151545859
Now: Marvel80sCovers,@XMen90sCovers,2022-01-22T21:22:25.000Z,"Now: Marvel80sCovers
@XMen90sCovers
·
2022年1月23日","With all the attention over the new M&Ms, I found the forgotten M&M revamp ",😏,2,102,392,[],https://twitter.com/XMen90sCovers/status/1484999918582472712
Rovitii :,@Rovitii_,2022-01-22T23:53:56.000Z,"Rovitii :
@Rovitii_
·
2022年1月23日",I did me a little photo shoot of self today. Felt cute cold can’t wait to share the posts.,,1,3,31,[],https://twitter.com/Rovitii_/status/1485038050736488451
Jim DelRosso,@niwandajones,2022-01-22T23:28:33.000Z,"Jim DelRosso
@niwandajones
·
2022年1月23日",It sounds like the right thing to say as far as I'm concerned.,😔 💜,1,2,23,[],https://twitter.com/niwandajones/status/1485031662580862982
Robin Osborne ~ Disability Rights Advocate,@kyblueblood,2022-01-22T21:52:41.000Z,"Robin Osborne ~ Disability Rights Advocate
@kyblueblood
·
2022年1月23日","I'm still with her.
#Hillary 
  Clinton Presidential Center",📸,2,4,40,[],https://twitter.com/kyblueblood/status/1485007537053356040
carolynstearns,@carolynstearns,2022-01-22T22:44:47.000Z,"carolynstearns
@carolynstearns
·
2022年1月23日",We took a whirlwind anniversary trip to Cape Cod. A perfect winter fet away! Here is one of several #PHOTOS I'll share.,,3,1,19,[],https://twitter.com/carolynstearns/status/1485020650054033411
Unique Minority,@ModerateMuslim_,2022-01-23T23:29:23.000Z,"Unique Minority
@ModerateMuslim_
·
2022年1月24日",I will be there.,,1,1,12,[],https://twitter.com/ModerateMuslim_/status/1485394259050119168
Better known as “Cash”,@CashoutDavo,2022-01-23T21:58:47.000Z,"Better known as “Cash”
@CashoutDavo
·
2022年1月24日",0 rings and ain’t a damn thing I’ll change ,💲 ❗,,7,41,[],https://twitter.com/CashoutDavo/status/1485371458788413445
jlacroix.eth,@jamesinshanghai,2022-01-23T23:18:33.000Z,"jlacroix.eth
@jamesinshanghai
·
2022年1月24日","I texted 
@garyvee
 to check out 
@SappySealsNFT
 but he told me to GFM? What does that mean 
@camolNFT
 @notcamolnft ?",,3,2,27,[],https://twitter.com/jamesinshanghai/status/1485391535223025674
Matt Hanley,@MattWayHanley,2022-01-23T23:24:08.000Z,"Matt Hanley
@MattWayHanley
·
2022年1月24日",I can't deal with all this anxiety. And the game I really care about hasn't even started yet. #BillsMafia,,1,2,14,[],https://twitter.com/MattWayHanley/status/1485392937911472135
CISSÉ,@ogmurdaaa,2022-01-23T22:23:26.000Z,"CISSÉ
@ogmurdaaa
·
2022年1月24日",i used to hate my facial structure but now i’m in love w it,,1,5,23,[],https://twitter.com/ogmurdaaa/status/1485377664227684355
Pete Marek,@PeteMarek,2022-01-24T21:26:32.000Z,"Pete Marek
@PeteMarek
·
2022年1月25日","Ok, everyone had me freaked out, so i confirmed there is no one in the car #thankgod",,22,2,242,[],https://twitter.com/PeteMarek/status/1485725730524778499
Meziah A. Scott,@MeziahScott,2022-01-24T22:04:56.000Z,"Meziah A. Scott
@MeziahScott
·
2022年1月25日",I’m Beyond Grateful To Announce That I’ve Earned An Offer From Virginia State University  #hailstate,🐎,2,13,90,[],https://twitter.com/MeziahScott/status/1485735396541673478
Aliyah Funschelle,@AliyahFun,2022-01-24T20:50:41.000Z,"Aliyah Funschelle
@AliyahFun
·
2022年1月25日","I’m beyond excited to announce that I’m joining the NBA Top Shot Social Media & Content Team. 

Let’s get to work!  #NBATopShotThis",🚀 🏀,85,48,915,[],https://twitter.com/AliyahFun/status/1485716708392374273
Web3 Mai | @GDC,Web3 Mai | @GDC,2022-01-24T22:59:21.000Z,"Web3 Mai | @GDC
@BabeApe2334
·
2022年1月25日",I’m blushing now  #womeninweb3,🙈 🍌 🌺 💕,2,2,10,[],https://twitter.com/BabeApe2334/status/1485749088817717251
kids connect,@LaurelFynes,2022-01-24T21:53:28.000Z,"kids connect
@LaurelFynes
·
2022年1月25日","I headed down the street to the lake later than usual this morning, & was struck by the intensity of the glow. The pink radiated up from the horizon, down across the water & onto the snow. By the time I stepped on shore, it was turning brilliant orange. Blinding, stunning colour.",,9,41,450,[],https://twitter.com/LaurelFynes/status/1485732510860517386
Lena,@lenangelica_,2022-01-25T22:59:26.000Z,"Lena
@lenangelica_
·
2022年1月26日","Y’all, I quit my job in November & just got a job offer for 23k more than my last job ",✨ 😭,13,8,240,[],https://twitter.com/lenangelica_/status/1486111497851858945
Your Dopamine Fix,@Brriannaamariee,2022-01-25T23:08:59.000Z,"Your Dopamine Fix
@Brriannaamariee
·
2022年1月26日",I can’t get over this session ,✨ 😩 📸,4,15,99,[],https://twitter.com/Brriannaamariee/status/1486113900298964993
Evan Kirstel #B2B #TechFluencer,@EvanKirstel,2022-01-25T23:41:21.000Z,"Evan Kirstel #B2B #TechFluencer
@EvanKirstel
·
2022年1月26日",I’m so confused!,,7,53,154,['https://pbs.twimg.com/ext_tw_video_thumb/1486121982592757760/pu/img/cdSHjP3DYL8C4Xkb.jpg'],https://twitter.com/EvanKirstel/status/1486122048887918598
Jason Rotondi,@rotondi_jason,2022-01-25T23:48:31.000Z,"Jason Rotondi
@rotondi_jason
·
2022年1月26日",At the Loudoun County school board meeting supporting my students who are being suspended for going to school maskless. I couldn’t be more proud of them for standing up for their beliefs!,,15,117,515,[],https://twitter.com/rotondi_jason/status/1486123851889184776
CHRIS DA SAINT,@chris_grippin,2022-01-25T21:58:12.000Z,"CHRIS DA SAINT
@chris_grippin
·
2022年1月26日",I need to find these. ASAP !,🅰 🅱,3,7,13,[],https://twitter.com/chris_grippin/status/1486096087563788293
Fang,@FFCATCA,2022-01-27T22:05:58.000Z,"Fang
@FFCATCA
·
2022年1月28日",This is the food I just had. Chicken   zucchini ,🍗 🍗 🫑 🫑 🥒 🥕 🥕,17,47,344,[],https://twitter.com/FFCATCA/status/1486822818989883392
janaiaa,@janaiaa2,2022-01-27T23:05:11.000Z,"janaiaa
@janaiaa2
·
2022年1月28日",I got a thing for you and I can’t let go,,2,5,232,[],https://twitter.com/janaiaa2/status/1486837719833751554
Monica R.,@MicaR,2022-01-27T23:54:38.000Z,"Monica R.
@MicaR
·
2022年1月28日","Posted by a neighbour, and reposted with her permission. She puts into words so much of what I've been struggling to articulate. #FluTruxKlan #FreedumbConvoy",,45,260,729,[],https://twitter.com/MicaR/status/1486850165243789319
,@kvallevand,2022-01-27T23:52:54.000Z,"@kvallevand
·
2022年1月28日",This is the only #convoy I support.,🌞 🌻 🐤,6,20,134,[],https://twitter.com/kvallevand/status/1486849727744380929
Elizabeth|,@maslowangels,2022-01-27T22:51:04.000Z,"Elizabeth|
@maslowangels
·
2022年1月28日",#NewProfilePic Updated the new pfp with a better filter ! I vote for #Rushers as #BestFanArmy  for the #iHeartAwards 2022,🚂 🎤 😊,,5,10,[],https://twitter.com/maslowangels/status/1486834169757982726
Blarion Fenn,@dannyfoxpal,2022-01-28T21:31:10.000Z,"Blarion Fenn
@dannyfoxpal
·
2022年1月29日",I cannot believe,🪶,38,317,"1,761",[],https://twitter.com/dannyfoxpal/status/1487176450616832003
Hand of Fate Photography,@HoF_photo,2022-01-28T21:47:04.000Z,"Hand of Fate Photography
@HoF_photo
·
2022年1月29日","I'm pretty sure this is my favorite pic that i shot in January.

What's your favorite January pic?!",,29,26,160,[],https://twitter.com/HoF_photo/status/1487180450107994114
Steven,@OaklandRovers,2022-01-28T23:22:16.000Z,"Steven
@OaklandRovers
·
2022年1月29日",No one I went to Hammerstein with got COVID. Vaccines are fucking awesome,,5,4,97,[],https://twitter.com/OaklandRovers/status/1487204407213268999
Denise Ducedre,@DeniseDucedre,2022-01-28T23:02:44.000Z,"Denise Ducedre
@DeniseDucedre
·
2022年1月29日","I got my #ChooseToInclude donuts today 
@WindsorPolice
 @torchrunwindsor
 @torchrunontario
 @SOOntario
 @SpecialOCanada",,3,2,13,[],https://twitter.com/DeniseDucedre/status/1487199491199483907
Mimi Yongco,@lagenwings,2022-01-28T22:46:16.000Z,"Mimi Yongco
@lagenwings
·
2022年1月29日","Last #FlexFriday before the launch of #MPC2022  Cannot wait to keep building these muscles as I make new friends, great memories while helping worthy charities.  Come join us!! 
@MyPeakChallenge
 @SamHeughan
 @CoachValbo
 @fitmooney
 @PeakersTheater 
@HomeGymPeakers",❤ 🌳,,3,24,[],https://twitter.com/lagenwings/status/1487195347541807104
"WinstonThatcherDomino, Walnut, Jasper",@WinstonThatche4,2022-01-29T22:33:52.000Z,"WinstonThatcherDomino, Walnut, Jasper
@WinstonThatche4
·
2022年1月30日",I'm gonna take a nap right here now,🐐 🌈 🌈 🐐 😊,36,65,997,[],https://twitter.com/WinstonThatche4/status/1487554617508573184
Gigi A,@gigi_nyc,2022-01-29T23:10:04.000Z,"Gigi A
@gigi_nyc
·
2022年1月30日",On my way out of the park I saw a snow dragon! ,❄ 🐉 ❄,11,37,561,[],https://twitter.com/gigi_nyc/status/1487563725842395137
silly billy,@badboybmar,2022-01-29T22:41:19.000Z,"silly billy
@badboybmar
·
2022年1月30日",Okay fine I’ll go out for ONE drink,,7,8,551,[],https://twitter.com/badboybmar/status/1487556490751840259
𝗞𝗜𝗡𝗚 𝗘,@kingephotos,2022-01-29T22:48:13.000Z,"𝗞𝗜𝗡𝗚 𝗘
@kingephotos
·
2022年1月30日",One of the coldest photos I have ,🥶,,3,24,[],https://twitter.com/kingephotos/status/1487558228762415109
Darryl McMillan,@AnEatery,2022-01-29T23:55:30.000Z,"Darryl McMillan
@AnEatery
·
2022年1月30日","I’m not sure who Al Pastor is; but, this food is a blessing at Burritos & Ribs…
.
.
#letseat #texmex #supportlocal #lredelleats",,2,3,64,[],https://twitter.com/AnEatery/status/1487575157745111044
"WinstonThatcherDomino, Walnut, Jasper",@WinstonThatche4,2022-01-30T23:55:31.000Z,"WinstonThatcherDomino, Walnut, Jasper
@WinstonThatche4
·
2022年1月31日",Mom! Thatcher is blocking me and I can't get in your bedroom!,🐐 🌈 🌈 🐐,15,39,726,[],https://twitter.com/WinstonThatche4/status/1487937550941573124
Sean Pollock,@seanpollock,2022-01-30T22:57:49.000Z,"Sean Pollock
@seanpollock
·
2022年1月31日","An afternoon I won’t forget anytime soon. Shot for 
@WakingtheRed
 #CANMNT",,10,33,371,[],https://twitter.com/seanpollock/status/1487923030307360773
inamikgreg,@Kim_Gregoire,2022-01-30T23:21:46.000Z,"inamikgreg
@Kim_Gregoire
·
2022年1月31日","Neither #Bills nor #Chiefs in the Super Bowl, I'm good",,29,94,"1,256",[],https://twitter.com/Kim_Gregoire/status/1487929058155499521
Cloud,@CLOUDcdl,2022-01-30T22:32:37.000Z,"Cloud
@CLOUDcdl
·
2022年1月31日","I'm Sorry What 
@Excision",🤯 🤯 🤯,1,19,107,['https://pbs.twimg.com/ext_tw_video_thumb/1487916543535198211/pu/img/OS7RbDp1SaaTTscu.jpg'],https://twitter.com/CLOUDcdl/status/1487916688419008512
Dylan Gooden,@DylanGooden4,2022-01-31T22:16:42.000Z,"Dylan Gooden
@DylanGooden4
·
2022年2月1日",USC fans how I look??  @USC_FB,👀,135,69,"1,427",[],https://twitter.com/DylanGooden4/status/1488275069902077952
Pittsburgh Clothing Company,@PGHClothingCo,2022-01-31T22:30:42.000Z,"Pittsburgh Clothing Company
@PGHClothingCo
·
2022年2月1日"," I believe I can fly, I believe I can touch the sky…",🎶 🎶,7,76,461,[],https://twitter.com/PGHClothingCo/status/1488278592882679816
•··•ℒ.ℛ𝓊𝓉𝒽𝒶𝓃𝓃ℯ•··•,@lruthanne67,2022-01-31T22:12:33.000Z,"•··•ℒ.ℛ𝓊𝓉𝒽𝒶𝓃𝓃ℯ•··•
@lruthanne67
·
2022年2月1日",Me when I sees stuffies. ,☮ ♥ ♥ ☮ 💜 💙 💜,1,12,23,['https://pbs.twimg.com/tweet_video_thumb/FKdpVfVXsAcvAqX.jpg'],https://twitter.com/lruthanne67/status/1488274029018775552
Jason Rabinowitz,@AirlineFlyer,2022-01-31T22:11:20.000Z,"Jason Rabinowitz
@AirlineFlyer
·
2022年2月1日","look, ma, I’m on TV!",,19,5,367,[],https://twitter.com/AirlineFlyer/status/1488273722255765508
Aidan Tooth,@aidantooth,2022-01-31T22:48:31.000Z,"Aidan Tooth
@aidantooth
·
2022年2月1日",I love my job,,5,13,76,[],https://twitter.com/aidantooth/status/1488283077122080771
Desirae's,@DCLovesDestiel,2022-01-31T21:04:56.000Z,"Desirae's
@DCLovesDestiel
·
2022年2月1日",Almost Valentine's Day. I think Sam should get this for his wife.,💘 💚 💙,6,5,20,['https://pbs.twimg.com/tweet_video_thumb/FKdZ3AKWYAcJaoE.jpg'],https://twitter.com/DCLovesDestiel/status/1488257010499993609
"WinstonThatcherDomino, Walnut, Jasper",@WinstonThatche4,2022-02-01T21:33:01.000Z,"WinstonThatcherDomino, Walnut, Jasper
@WinstonThatche4
·
2022年2月2日",I want to be a bunny today!,🐐 🌈 🌈 🐐,39,41,829,[],https://twitter.com/WinstonThatche4/status/1488626463972724738
SES,@SESBX,2022-02-01T21:47:19.000Z,"SES
@SESBX
·
2022年2月2日","Shots I’m super proud of shot last winter

Cinestill 800 ",🎞,2,24,109,[],https://twitter.com/SESBX/status/1488630064266854402
Sista SusanPro-choice,@mariesuzy,2022-02-01T22:36:22.000Z,"Sista SusanPro-choice
@mariesuzy
·
2022年2月2日",I prefer American flags over Nazi Swastikas.,☮ 🌹 🌹 ☮,,2,10,[],https://twitter.com/mariesuzy/status/1488642407579242501
Ashley Iris,@AshleyIrisR,2022-02-01T21:11:57.000Z,"Ashley Iris
@AshleyIrisR
·
2022年2月2日","It. Is. Finished!!!!!
Someone I know asked how I'm feeling; this is my response:
right now I'm just feeling like one of the pillars of my world, which has been broken since the dawn of my history, has finally been fixed",,29,7,418,[],https://twitter.com/AshleyIrisR/status/1488621163718787085
Jeanne M Rietzke,@JeanneMLirola,2022-02-01T22:17:39.000Z,"Jeanne M Rietzke
@JeanneMLirola
·
2022年2月2日","Cover of my first book. I still don't have a publishing date, but I am super excited! #WritingCommunity #ChildrensBooks #illustrationart #watercolor",,1,2,13,[],https://twitter.com/JeanneMLirola/status/1488637697082146816
MidgetTamer,@MidgetTamer,2022-02-02T21:40:52.000Z,"MidgetTamer
@MidgetTamer
·
2022年2月3日",I miss when wings were 50 cents a piece.,,9,1,32,[],https://twitter.com/MidgetTamer/status/1488990827724615684
Ashton Montgomery,@amontgomery2022,2022-02-02T21:29:02.000Z,"Ashton Montgomery
@amontgomery2022
·
2022年2月3日","After a great talk with @OB_GoldenFlash I am thankful to have received a PWO opportunity 
@KentStFootball
 @TheHC_CoachLew
 !!!!",,2,20,143,[],https://twitter.com/amontgomery2022/status/1488987852595769347
Abracadabra,@Abracad88543405,2022-02-02T22:55:59.000Z,"Abracadabra
@Abracad88543405
·
2022年2月3日",Shawn took me to the park after work. I got to play with some friends. :),,4,3,73,[],https://twitter.com/Abracad88543405/status/1489009734837485571
Merritt Delk,@DelkMerritt,2022-02-02T23:58:09.000Z,"Merritt Delk
@DelkMerritt
·
2022年2月3日",Happy Girls and Women in Sports Day!! So thankful for all the amazing teammates and positive role models I’ve met through sports.,,,5,34,[],https://twitter.com/DelkMerritt/status/1489025379830489090
Isabella Riley Moody,@isabellarileyus,2022-02-02T22:46:44.000Z,"Isabella Riley Moody
@isabellarileyus
·
2022年2月3日",I don’t know who needs to hear this but the Orange Man was good for America.,,24,30,511,[],https://twitter.com/isabellarileyus/status/1489007403223945219
Alexandra Lavoie,@ThevoiceAlexa,2022-02-03T23:31:10.000Z,"Alexandra Lavoie
@ThevoiceAlexa
·
2022年2月4日","Well… I guest he is apart of the fringe minority aswell.
 
http://ConvoyReports.com

#TruckersForFreedom2022 #FreedomConvoyCanada2022 #OttawaOccupation #OttawaConvoy",,41,266,979,['https://pbs.twimg.com/ext_tw_video_thumb/1489380915071668226/pu/img/-aHbr37rMKYcb3Cq.jpg'],https://twitter.com/ThevoiceAlexa/status/1489380973573779458
@VHNguyenMD@med-mastodon.com,@VHNguyenMD@med-mastodon.com,2022-02-03T22:59:05.000Z,"@VHNguyenMD@med-mastodon.com
@VHNguyenMD
·
2022年2月4日","Unaware, you made a simple Dx that pinned down the patient syndrome… 

Who am I? What syndrome am I pointing to?

#DermPath #PediPath #PathResidents 

Not #TooCloseToDiagnose",🌻 🦄,19,71,152,[],https://twitter.com/VHNguyenMD/status/1489372900842950658
NONO,@n_18nshannon,2022-02-03T21:21:56.000Z,"NONO
@n_18nshannon
·
2022年2月4日","i ain’t gotta stand for s***, got it all on my sleeve ",🖤 🎱 🩸,1,4,19,[],https://twitter.com/n_18nshannon/status/1489348454291755015
Légend,@DonV757_,2022-02-03T21:51:53.000Z,"Légend
@DonV757_
·
2022年2月4日",Pry making big moves I like what I'm seeing,🦃 🦃,5,11,191,[],https://twitter.com/DonV757_/status/1489355990428491784
James Glamos,@JGlamos,2022-02-03T23:55:57.000Z,"James Glamos
@JGlamos
·
2022年2月4日","Grateful to say that I will be continuing my athletic and academic career at Stony Brook University 
@StonyBrookFB
  #howl 
@Coach_Hatch
 @McNeilParker
 @Coach_Phelps11
 @SarumAthletics",🔴 🐺,5,6,60,[],https://twitter.com/JGlamos/status/1489387211493679104
mother nature,@faithffranco,2022-02-03T22:33:24.000Z,"mother nature
@faithffranco
·
2022年2月4日","Walking to the liquor store in a blizzard, am I frank gallagher??",,2,1,49,[],https://twitter.com/faithffranco/status/1489366439429558280
EQforever that girl,@ERIQluv,2022-02-04T23:13:23.000Z,"EQforever that girl
@ERIQluv
·
2022年2月5日",i am officially a performer/employee of Disney Cruise Line. ,✨ ✨ 🥰,55,106,"1,826",[],https://twitter.com/ERIQluv/status/1489738889556336645
🅹-🆂🅽,@ItsmindofJson,2022-02-04T23:54:59.000Z,"🅹-🆂🅽
@ItsmindofJson
·
2022年2月5日",One more shit b4 I leave work..no shit stains,🅾 🤣 🤣 🤣 🤣 🤣,42,104,"2,101",[],https://twitter.com/ItsmindofJson/status/1489749356681080839
BIG BAG JAZ,@JazTheRapper,2022-02-04T21:22:08.000Z,"BIG BAG JAZ
@JazTheRapper
·
2022年2月5日",I can’t decide what look i want for  the URL awards tonight  ! What y’all think ?,💰,98,32,347,[],https://twitter.com/JazTheRapper/status/1489710890706472964
WR3HRLM,@WR3HRLM,2022-02-04T23:41:16.000Z,"WR3HRLM
@WR3HRLM
·
2022年2月5日","My mom and I decided to channel both 
@JanetJackson
 and 
@michaeljackson
 for the #OpeningNight I think we nailed it!!! #MJJ #MJFam #MJTHEMUSICAL",,13,54,433,[],https://twitter.com/WR3HRLM/status/1489745904722657281
basically umami,@Ryan_Bricks,2022-02-04T23:11:50.000Z,"basically umami
@Ryan_Bricks
·
2022年2月5日",I love it when onee chan comes to visit ,🥺 👭,15,3,251,[],https://twitter.com/Ryan_Bricks/status/1489738496919097347
David Lewis,@taybridge,2022-02-05T22:00:56.000Z,"David Lewis
@taybridge
·
2022年2月6日","I'm really not enjoying this years #Winterlude 

#ottawa",,10,41,346,[],https://twitter.com/taybridge/status/1490083043998146571
ⓈⒺⓉⒽ,@SethCottengim,2022-02-05T20:10:38.000Z,"ⓈⒺⓉⒽ
@SethCottengim
·
2022年2月6日","Took my dad to a Cuse’ basketball game, but I’m Red Wolves all the way #WolvesUp ",🐺,2,4,51,[],https://twitter.com/SethCottengim/status/1490055283086966785
