UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
ᴾᵒˢˢᵘᵐ @ comms open,ᴾᵒˢˢᵘᵐ @ comms open,2022-01-03T22:22:03.000Z,"ᴾᵒˢˢᵘᵐ @ comms open
@Polaskia_
·
2022年1月4日","sometimes i think what i would be like if i was raised by mother and my step dad and half brother, would I still get diagnosed with depression ? would I ever meet some of the lovely people I met in my life? would I be cis? or would i end up the same no matter what",,1,,1,[],https://twitter.com/Polaskia_/status/1478129556884176902
Plum 梅,@yuta4breakfast,2022-01-03T21:58:13.000Z,"Plum 梅
@yuta4breakfast
·
2022年1月4日",I was just diagnosed with ADHD… among with depression and anxiety.,,,,,[],https://twitter.com/yuta4breakfast/status/1478123559163682819
certified lover girl,@sweetie_MCFLY,2022-01-03T19:57:16.000Z,"certified lover girl
@sweetie_MCFLY
·
2022年1月4日","Y’all quick to tell ppl they depressed or crackheads etc for smoking weed. I was diagnosed with ptsd, anxiety and i still deal with my postpartum depression. I’ve taken a few different anti-depressants and baby listen ! FUCK THAT.",🦋 😈,1,,1,[],https://twitter.com/sweetie_MCFLY/status/1478093122315894784
Karen Blue Jays fan,@KarenSoutar1,2022-01-03T18:52:20.000Z,"Karen Blue Jays fan
@KarenSoutar1
·
2022年1月4日","1/2  Years ago I was diagnosed with depression.  I was one of the lucky ones.  I took medication and I got better.

For several months now I’ve been feeling listless.  Also, I tend to fall asleep at strange times and places.  Maybe at my desk at work.  Maybe at home on my couch",,2,,5,[],https://twitter.com/KarenSoutar1/status/1478076781274046464
Annabelle/Charlie/Parker,@AParkwe,2022-01-03T16:24:28.000Z,"Annabelle/Charlie/Parker
@AParkwe
·
2022年1月4日","Thinking about that time I was singing I’m in Love with an E-Girl by Wilbur Soot out loud and I got to the part where it says “I’ve got depression, self diagnosed thought I should mention” and my mum fully just went ‘no you don’t’. Great times  
#wilbursoot #music",😃 👍,,,,[],https://twitter.com/AParkwe/status/1478039570512027648
Solidarity with Strikers,@Hanecdote,2022-01-03T11:41:21.000Z,"Solidarity with Strikers
@Hanecdote
·
2022年1月3日",So that study says 34% of people with Treatment Resistant Depression actually have ADHD. Wow who knew! Me diagnosed with depression 13 years ago when i was 14 had no idea the struggle i was fighting alone all those years. No official diagnosis but idc they diagnosed me wrong b4,❤,1,,5,[],https://twitter.com/Hanecdote/status/1477968321773510656
ash !!,@idonklikeme,2022-01-03T06:38:51.000Z,"ash !!
@idonklikeme
·
2022年1月3日",Thinking about that time I was diagnosed with severe depression but I got into this thing which then caused my mom not to get me pills for my depression so I’ve suffered very hard since then,,,,,[],https://twitter.com/idonklikeme/status/1477892193394335745
Onix,@OnixAces,2022-01-03T02:11:36.000Z,"Onix
@OnixAces
·
2022年1月3日","1. In 2022 I want to be more active with my own health both physical and mental, I haven’t told many people but a little over a year ago I was diagnosed with bipolar depression, it eats me alive out of nowhere and it sucks because I know I’m better than this.",,2,,1,[],https://twitter.com/OnixAces/status/1477824938383974402
Ngezee,@ngezee_,2022-01-04T14:04:45.000Z,"Ngezee
@ngezee_
·
2022年1月4日","After 2 sessions with my then therapist, he diagnosed me with extreme depression, said I was suicidal and told me he wants to have me committed... I calmly agreed and we made an appointment with the psychiatrist.. I never made it to the AP and I never went back to him",,,,,['https://pbs.twimg.com/profile_images/1623318247566188549/v9eR5QFg_normal.jpg'],https://twitter.com/ngezee_/status/1478366795811729409
RachelRae #BLM (she/they),@raven0108,2022-01-04T11:37:51.000Z,"RachelRae #BLM (she/they)
@raven0108
·
2022年1月4日","I'm 41 and awaiting the results of my autism assessment, I was diagnosed with depression at 15 and then borderline at 24...",,,,1,['https://pbs.twimg.com/profile_images/1421510033280536588/7QlewpJc_normal.jpg'],https://twitter.com/raven0108/status/1478329826641649664
Kimberly Moore,@Kimberl43223900,2022-01-04T07:35:10.000Z,"Kimberly Moore
@Kimberl43223900
·
2022年1月4日","So I grew up watching wrestling, listening to music since I was a kid like about around 4 or 5 years old before I was diagnosed with kidney problems.I had got a kidney transplant when I was 6 or 7. now im a diabetic With anxiety, depression, suicide thoughts but music helps me",,,,1,[],https://twitter.com/Kimberl43223900/status/1478268753410498561
Eve,@bxallsaks,2022-01-04T06:32:59.000Z,"Eve
@bxallsaks
·
2022年1月4日","Today I was diagnosed with a disorder I didn't even know I had. After years of doctors telling me that I have bipolar depression, extreme anxiety, and even aspergers, turns out I'm actually borderline. I feel better knowing what's actually wrong but at the same time it hurts more",▪ 🖤 🖤 ▪,1,,,[],https://twitter.com/bxallsaks/status/1478253104470675459
Infrequent,@Infrequent__,2022-01-04T02:52:02.000Z,"Infrequent
@Infrequent__
·
2022年1月4日",Ima beat depression this year since I was diagnosed 4 years ago it’s slowly kicked my ass ima get back right fuck this,,,,,[],https://twitter.com/Infrequent__/status/1478197502637715456
Michael Dear,@MWDear,2022-01-04T00:21:58.000Z,"Michael Dear
@MWDear
·
2022年1月4日","Finding things tough at the moment. Those that know me know that I suffer with anxiety and depression. 

Added to that just a couple of days before Christmas I was diagnosed with Muscular Dystrophy.

#Thread (1/9)",💙,1,,,[],https://twitter.com/MWDear/status/1478159736025628674
phoebe ora perry,@wideawakeora,2022-01-05T09:36:50.000Z,"phoebe ora perry
@wideawakeora
·
2022年1月5日",i thought my crippling depression was bad but then i was diagnosed with BPD and it just got more chaotic from there  BPD is satan idc,🦋 🌈 😭,,,2,[],https://twitter.com/wideawakeora/status/1478661761762877442
haseul enjoyer,@EUNEK0,2022-01-05T09:16:41.000Z,"haseul enjoyer
@EUNEK0
·
2022年1月5日",gn i’m on academic probation and if I don’t get my grades up I lose my tuition being payed for pls pray for me moots i’m gonna appeal with my diagnosed chronic depression and say I was on the verge of offing myself and going to a mental hospital to excuse it (real),,1,,,['https://pbs.twimg.com/media/FIU-a46VEAI_2om?format=jpg&name=900x900'],https://twitter.com/EUNEK0/status/1478656687573590016
Akshara⁷,@OT7_LOML,2022-01-05T07:37:39.000Z,"Akshara⁷
@OT7_LOML
·
2022年1月5日",Ok guys so i was diagnosed with severe /abnormal case of vitamin d deficiency and turns out it causes anxiety and depression too....surprisingly even before the reports of this the doc gave me some meds and turns out 1 of them is anti depressant. So ig it's not going well,💜 🐻,1,,1,[],https://twitter.com/OT7_LOML/status/1478631765052776454
에이미,@amimimimi2504,2022-01-05T05:10:25.000Z,"에이미
@amimimimi2504
·
2022年1月5日",i was diagnosed as adjustment disorder with mild depression. mixed feeling about this.,,6,,,[],https://twitter.com/amimimimi2504/status/1478594715020709892
linh,@postmodernthots,2022-01-05T02:07:28.000Z,"linh
@postmodernthots
·
2022年1月5日",thinking about how a high school teacher sent me to the school counselor my senior year bc he thought I was severely depressed and the counselor instead told me I didn't have it that bad and I was making it up.... and then I was diagnosed with YOU GUESSED IT severe depression!!,,1,,2,[],https://twitter.com/postmodernthots/status/1478548673004982274
real jang wonyoung,@kiitywonyo,2022-01-06T16:10:57.000Z,"real jang wonyoung
@kiitywonyo
·
2022年1月7日",“i was professionally diagnosed with depression” well i was unprofessionally diagnosed,,1,,,[],https://twitter.com/kiitywonyo/status/1479123330212847617
Zamokuhle Masondo,@ZamoMasondo,2022-01-06T13:35:15.000Z,"Zamokuhle Masondo
@ZamoMasondo
·
2022年1月6日",Who I am today is world's apart from the person I was before being diagnosed and undergoing depression and anxiety. In some ways my journey with mental illness has made me better.,,,,,[],https://twitter.com/ZamoMasondo/status/1479084147767455746
ashé,@daebaksunoo,2022-01-06T08:49:07.000Z,"ashé
@daebaksunoo
·
2022年1月6日","my journey this first semester was not easy. i've been thru a lot, i was clinically diagnosed w depression & anxiety, thought that im gonna fail. psychology is not easy but because of you guys.. i still made it. and i will never get tired thanking u for helping me motivated.",,1,1,3,"['https://pbs.twimg.com/media/FIaBsjLVIAEP1GB?format=jpg&name=small', 'https://pbs.twimg.com/media/FIaBsw0VgAQ6PJO?format=jpg&name=small', 'https://pbs.twimg.com/media/FIaBs_8VQAEjbdI?format=jpg&name=small']",https://twitter.com/daebaksunoo/status/1479012141424586753
Blue Moon Diaries,@BlueMoonDiaries,2022-01-06T07:49:33.000Z,"Blue Moon Diaries
@BlueMoonDiaries
·
2022年1月6日","I think about my worst years on the battlefield of life when my daughter was alive. The repeated trauma was beyond most people's understanding. I was diagnosed with depression, anxiety and CPTSD during that time. After her death, I keep wishing I can go back to be with her again.",,1,,8,[],https://twitter.com/BlueMoonDiaries/status/1478997148175937537
Alison,@ramibreakfree,2022-01-06T06:51:31.000Z,"Alison
@ramibreakfree
·
2022年1月6日",thinking about how i got diagnosed with depression when i was 15 and it actually never went away i’m just a pro at pretending i’m fine from the outside <3,,1,,,[],https://twitter.com/ramibreakfree/status/1478982546557915136
jordynkathleen,@jordynkathleen2,2022-01-06T04:57:43.000Z,"jordynkathleen
@jordynkathleen2
·
2022年1月6日",i think birth control has actually helped my depression low key (not that i was ever actually diagnosed with depression but i don’t want to kms as much yk),,,,,[],https://twitter.com/jordynkathleen2/status/1478953904616488962
A. A. Freeman,@aughtpunk,2022-01-07T14:46:33.000Z,"A. A. Freeman
@aughtpunk
·
2022年1月7日",Sometimes I think about how I didn't get my ADHD/Depression/Anxiety diagnosed before I was in my 20s because the doctors just blamed everything on me being a teenage girl,,1,1,6,[],https://twitter.com/aughtpunk/status/1479464477452128261
WillfullyInformed,@WillfullyI,2022-01-07T07:38:58.000Z,"WillfullyInformed
@WillfullyI
·
2022年1月7日","I was diagnosed with depression, situational anxiety, and PTSD years ago.. every day is a struggle.. yet, I endure.",,1,1,,[],https://twitter.com/WillfullyI/status/1479356874076176385
Nick F Cerutti,@TheNickFCerutti,2022-01-07T06:19:19.000Z,"Nick F Cerutti
@TheNickFCerutti
·
2022年1月7日","I really need to build myself a slap machine !

Postnatal depression is largely caused by hormonal reflux and the hollowness a WOMAN experiences after...

1/2

We Went Through SURROGACY To Become DADS. I Was Diagnosed With POSTNATAL Depression :",,2,,1,['https://pbs.twimg.com/card_img/1637553792265732099/Qj0d-DHH?format=jpg&name=900x900'],https://twitter.com/TheNickFCerutti/status/1479336830034190336
˙ᗡǝlquoᗡ˙⅁,@ShirleyIamMilk,2022-01-07T00:03:51.000Z,"˙ᗡǝlquoᗡ˙⅁
@ShirleyIamMilk
·
2022年1月7日","I don’t think I was ever depressed. Funny though I’ve been diagnosed with depression and anxiety. Anxiety I can see. I’ve been angry. Belligerent. Conniving. Dismissive, snarky and down right mean. But not depressed. That I can self diagnose. Don’t feel that way now for sure.",🕉 🍀 💜 ♠ ➕ 🌱 ♋,,,1,[],https://twitter.com/ShirleyIamMilk/status/1479242341030453249
CharlieLou4891,@CharlieLou4891,2022-01-08T21:24:13.000Z,"CharlieLou4891
@CharlieLou4891
·
2022年1月9日","I have been treated for anxiety & depression since the age of 10. I was labelled a school phobic. I grew up always questioning why I couldn’t behave and achieve the simplest of tasks like my peers did. I was diagnosed with #adhd in 2018, aged 34. My life would have been so much/1",💙,1,,1,['https://pbs.twimg.com/profile_images/1604907328242962433/P_79at43_normal.jpg'],https://twitter.com/CharlieLou4891/status/1479926940723253255
iTzBooop,@iTzBooop,2022-01-08T18:53:02.000Z,"iTzBooop
@iTzBooop
·
2022年1月9日","if you guys are wondering why i want to help others so bad… i first was diagnosed with depression at 13 yrs old after having symptoms since i was 10. 2 weeks ago i was diagnosed with BPD, ADD, GAD, and cyclothymia. i reached out and got help all on my own-",,2,,3,[],https://twitter.com/iTzBooop/status/1479888897102471171
Shauyna(Shaun-Na),@_ShaY_bAe,2022-01-08T14:32:22.000Z,"Shauyna(Shaun-Na)
@_ShaY_bAe
·
2022年1月8日",I got Fancy when I was first diagnosed with depression . She was my support bird . She went to work with me and everything ,😩,,,,[],https://twitter.com/_ShaY_bAe/status/1479823297412055040
CrabbyAshley,@CrabbyAshley,2022-01-08T02:54:22.000Z,"CrabbyAshley
@CrabbyAshley
·
2022年1月8日",I was first diagnosed with depression at 16.,,1,,1,['https://pbs.twimg.com/profile_images/1359833894837575683/VfWs2f-4_normal.jpg'],https://twitter.com/CrabbyAshley/status/1479647640052711428
chispop,@neobad00bee,2022-01-09T19:23:02.000Z,"chispop
@neobad00bee
·
2022年1月10日","s1 of euphoria shaped me, it was right after i was diagnosed with severe depression so you know what my coping mechanism was ",🍄 🍃,,,,[],https://twitter.com/neobad00bee/status/1480258834564218881
beckosaurus,@beckosaurus,2022-01-09T18:36:44.000Z,"beckosaurus
@beckosaurus
·
2022年1月10日","When I was visiting my parents my mom tried to tell me that I didn’t have all these anxiety issues when I was still going to church- 

Like I wasn’t diagnosed with anxiety and depression on my mission and then was suicidal while attending BYUI at my peak Molly Mormon ",🙃,,,,[],https://twitter.com/beckosaurus/status/1480247179910520844
berophiona,@berophiona3,2022-01-09T11:08:44.000Z,"berophiona
@berophiona3
·
2022年1月9日","Some of my course mates thought I just didn’t want to study. No one knew the depression I was battling after being diagnosed HIV +ve. Today I stand firm as an ambassador in the fight against HIV and stigma and discrimination. Thanks to everyone in this fight.
@AMSUganda
 
@UNYPA1",,1,5,14,"['https://pbs.twimg.com/media/FIp-JKHWUAE9FDc?format=jpg&name=small', 'https://pbs.twimg.com/media/FIp-JKmXwAQW2DA?format=jpg&name=small', 'https://pbs.twimg.com/media/FIp-JLBX0AECtbU?format=jpg&name=small', 'https://pbs.twimg.com/media/FIp-JMZX0AI51GM?format=jpg&name=small']",https://twitter.com/berophiona3/status/1480134440022159364
pin,@dollettedarIing,2022-01-09T09:55:42.000Z,"pin
@dollettedarIing
·
2022年1月9日",In my dream last night I was diagnosed with depression lol in that moment I felt so relieved and validated,,,,,[],https://twitter.com/dollettedarIing/status/1480116058648240129
Chris Tharp,@TheChrisTharp,2022-01-09T07:02:02.000Z,"Chris Tharp
@TheChrisTharp
·
2022年1月9日","Last Summer was 1st time since start of COVID (& after my father’s near-fatal accident) I didn’t throw myself into research/teaching.

I was diagnosed with clinical depression; psychiatrist helped me understand by taking up running & cycling again, exercise would act like SSRI.",,1,,1,[],https://twitter.com/TheChrisTharp/status/1480072356160749568
BehllahsitaXO,@Behllahsita1,2022-01-10T20:51:42.000Z,"BehllahsitaXO
@Behllahsita1
·
2022年1月11日","I was just diagnosed with mod anxiety and depression. And that sucks, cause I’m always the one the MFs come to with their problems. But when I need an ear or shoulder no one is there. LOL.",💚 🖤 💚,1,,7,[],https://twitter.com/Behllahsita1/status/1480643534755483649
Andromeda,@refiba,2022-01-10T20:13:22.000Z,"Andromeda
@refiba
·
2022年1月11日","Uhhh did I forget I was diagnosed with depression cuz the doctor today was like ""and how is your depression?"" Like??? Wig",💜,1,,,[],https://twitter.com/refiba/status/1480633888372260866
alex maceda amac.eth,@_alexmaceda_,2022-01-10T18:17:31.000Z,"alex maceda amac.eth
@_alexmaceda_
·
2022年1月11日","the painful, convoluted, and complicated process of optimizing your mental health benefits, a story: 

i am self-employed, so i get health insurance via covered CA (i'm late, i know)

i go to ~weekly therapy (have been on/off since 2013, when i was first diagnosed w/ depression)",🫡,2,1,4,[],https://twitter.com/_alexmaceda_/status/1480604733001793537
Harzzi,@Harzzilovemaddy,2022-01-10T05:51:44.000Z,"Harzzi
@Harzzilovemaddy
·
2022年1月10日","i was diagnosed with mild autism when i was a kid depression in my teens and also anxiety people say i have PTSD but i haven't went to the doctors about that i think i do as well but video games and music helps me im always the quiet one 
@MitchRobinson05
 got me into pc gaming",,,,,[],https://twitter.com/Harzzilovemaddy/status/1480417051902578688
꒰♡ ͎.candy on meds,@T0JICLUB,2022-01-11T22:54:41.000Z,"꒰♡ ͎.candy on meds
@T0JICLUB
·
2022年1月12日",I hate how Mexicans parents make fun of everything like I told them yesterday that I’m required to have a therapist because I was diagnosed with severe depression and they laugh at me my mi said today that I have a week to get my shit straight,,,,,[],https://twitter.com/T0JICLUB/status/1481036874143600641
nonbinaryfatale,@KabeloN__,2022-01-11T18:26:13.000Z,"nonbinaryfatale
@KabeloN__
·
2022年1月12日",I was diagnosed with manic depression (bipolar disorder) and I am still struggling with it. Send help (tips on how to live with it bc I’m in hell),,4,19,31,[],https://twitter.com/KabeloN__/status/1480969310826868741
tia ◡̈ ✿,@tiaaaanicoleee,2022-01-11T16:29:43.000Z,"tia ◡̈ ✿
@tiaaaanicoleee
·
2022年1月12日","Oh what I would give to relive 2019  before covid hit, before my mama was diagnosed with Glioblastoma, before depression completely consumed me… back when I was a new grad nurse, a better mother, and had hope for our future. The last 2 years have been an absolute nightmare.",😔,1,,3,[],https://twitter.com/tiaaaanicoleee/status/1480939991614345223
MPB,@mpbcom,2022-01-11T16:27:03.000Z,"MPB
@mpbcom
·
2022年1月12日","“I was diagnosed with depression and severe anxiety… going out with my camera helped me cope.""

Demi-Leigh Freeman 
@MissDFreeman
 reveals how she took her work to the next level by picking up a Canon 70-200mm f/2.8 IS USM II from MPB.

Full interview: https://bit.ly/3r75efZ ",🐆,1,4,36,"['https://pbs.twimg.com/media/FI1adOiXwAQMMDN?format=jpg&name=small', 'https://pbs.twimg.com/media/FI1ada9WQAIOktN?format=jpg&name=small', 'https://pbs.twimg.com/media/FI1adndXMAAI7XX?format=jpg&name=small', 'https://pbs.twimg.com/media/FI1adybXsAM-7yb?format=jpg&name=small']",https://twitter.com/mpbcom/status/1480939323017117696
Jeff Taylor,@jefftaylorhuman,2022-01-11T16:15:30.000Z,"Jeff Taylor
@jefftaylorhuman
·
2022年1月12日","Just had a horrible experience at 
@StarMedCare
. Went in for monoclonal antibody therapy. I saw I qualify as someone diagnosed with depression. Was treated like I was trying to scam treatment from the start and was asked if I was diagnosed. I said yes. Then asked if I was being…",,3,1,5,[],https://twitter.com/jefftaylorhuman/status/1480936417123573764
Queen V,@victoria_1229,2022-01-11T14:26:11.000Z,"Queen V
@victoria_1229
·
2022年1月11日","i have struggled with my mental health on and off since i was a very young girl. I was diagnosed with depression and anxiety at the age of 16. I struggled with school, work, and a lot of my relationships with family, friends, partners. The end of 2021/beginning of 2022, i feel",,1,,4,[],https://twitter.com/victoria_1229/status/1480908905572147208
WinterBunachi,@WinterSnowFluff,2022-01-11T12:40:35.000Z,"WinterBunachi
@WinterSnowFluff
·
2022年1月11日","This is basically me when I'm not doing content like videos or streaming also I found this video https://youtu.be/HT8mFLRXBRw by 
@Psych2go
 to help people understand depression #mentalhealth #depression bc I was diagnosed with severe depression & anxiety.",,,,,[],https://twitter.com/WinterSnowFluff/status/1480882328733982721
heredia,@veeblxsz,2022-01-11T09:44:41.000Z,"heredia
@veeblxsz
·
2022年1月11日",I was diagnosed w bipolar depression when I was 13 and I just kinda learned to live w it but man is it kicking my ass rn,,,,,[],https://twitter.com/veeblxsz/status/1480838064767307776
"TheMoonMayor Master Special, Private Eye (parody)",@MayorMoon,2022-01-11T06:37:26.000Z,"TheMoonMayor Master Special, Private Eye (parody)
@MayorMoon
·
2022年1月11日","Should I look into medication for adhd? Is add different from adhd, cause I was diagnosed with add as a kid, or was the hype part subdued because of severe depression as a kid?",,1,,,[],https://twitter.com/MayorMoon/status/1480790941585731584
Daniela,@Dnlsrb,2022-01-11T02:19:52.000Z,"Daniela
@Dnlsrb
·
2022年1月11日",It's been a year since I was diagnosed secondary depression....,🌙,,,,[],https://twitter.com/Dnlsrb/status/1480726120798765061
Monica ᴹ♚ᴶ,@_MonicaJackson_,2022-01-12T14:38:30.000Z,"Monica ᴹ♚ᴶ
@_MonicaJackson_
·
2022年1月12日",Sorry haven't been on Twitter lately bc I was diagnosed with depression n http://anxiety.Is there anyone saying sth encouraging or giving a hug?,🌙 😭,2,1,1,[],https://twitter.com/_MonicaJackson_/status/1481274391346438145
Emily G #FE,@emilygeraghty,2022-01-12T14:35:13.000Z,"Emily G #FE
@emilygeraghty
·
2022年1月12日","So I went into work today for the first time since 4th October and I am so pleased to have achieved this. I was diagnosed with depression and anxiety but with medication and self care, I am learning to live with it. Thankful for the support that I have had! ",🤗 ❣,,,4,[],https://twitter.com/emilygeraghty/status/1481273564674281481
222KITTYJONES,@Kittythegem,2022-01-12T08:12:31.000Z,"222KITTYJONES
@Kittythegem
·
2022年1月12日","At the age of 9, I was diagnosed with severe anxiety and early childhood depression, at the age of 16, I had open heart surgery, at the age of 24 (after almost having my organs fail on me, literally crashing at the ER’s doors), I now have been diagnosed with diabetes.",🐉,9,,18,[],https://twitter.com/Kittythegem/status/1481177258333192192
real eyes realize real lies,@SEBiilover101,2022-01-13T23:54:50.000Z,"real eyes realize real lies
@SEBiilover101
·
2022年1月14日",no fr maybe i should go get diagnosed and get depression meds bc today i like i was just so dead upon waking up and after like all day in bed till now I just physically was not feeling it,,,,1,[],https://twitter.com/SEBiilover101/status/1481776785268301825
leah ! shalvis divorce lawyer,@monadosimp,2022-01-13T22:43:56.000Z,"leah ! shalvis divorce lawyer
@monadosimp
·
2022年1月14日",(VENT TW) i'm gonna fucking kill myself im so done with the worlds shit my stepmom just yelled at me for being sad (she KNOWS i was diagnosed with depression like last year???) and when i got upset she and my dad acted like i was in the wrong,,,,1,[],https://twitter.com/monadosimp/status/1481758943873486855
$Dollaz$,@sciarrino92,2022-01-13T19:30:16.000Z,"$Dollaz$
@sciarrino92
·
2022年1月14日","A year ago today I was diagnosed with depression and anxiety. A year later I have my dream job, living on my own, and off my meds. What a year.",,1,,6,[],https://twitter.com/sciarrino92/status/1481710205889036293
Maïwenn GRAVITY \\ⱽ,@xmaiwenn29x,2022-01-13T17:19:43.000Z,"Maïwenn GRAVITY \\ⱽ
@xmaiwenn29x
·
2022年1月14日","Today was a really rough day, I was diagnosed with depression so I'm going to have to take medication to get better (but I am afraid of the side effects)
and I was turned down for an internship that I really wanted ",💛 😞 😞,2,,,[],https://twitter.com/xmaiwenn29x/status/1481677353587814402
Imogen Rowe,@icerowe,2022-01-13T15:37:14.000Z,"Imogen Rowe
@icerowe
·
2022年1月13日",Walking a friend’s dog saved me when I was diagnosed with depression. Getting out the house every day for a long walk with nature and a dog was a real lifesaver. One of the darkest periods in my life also introduced me to nature and gave me the appreciation I now have for it ,🌿 🌲 🐱 🐕,2,2,18,"['https://pbs.twimg.com/profile_images/1630939458882117632/02npZC22_normal.jpg', 'https://pbs.twimg.com/media/FI_gXGFVgAUV0wS?format=jpg&name=900x900']",https://twitter.com/icerowe/status/1481651561667256324
